Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet	Category
RS20012456	CC(C)(C)OC(=O)NC1CCC(N)CC1	2756050	FEYLUKDSKVSMSZ-UHFFFAOYSA-N	tert-butyl N-(4-aminocyclohexyl)carbamate		2	paper	Europe PMC	"""tert-butyl N-(4-aminocyclohexyl)carbamate"""	exact_name	medium	Identification of GSK3186899/DDD853651 as a Preclinical Development Candidate for the Treatment of Visceral Leishmaniasis.	2019	30570265	https://doi.org/10.1021/acs.jmedchem.8b01218	Thomas MG, De Rycker M, Ajakane M, Albrecht S, Álvarez-Pedraglio AI, Boesche M, Brand S, Campbell L, Cantizani-Perez J, Cleghorn LAT, Copley RCB, Crouch SD, Daugan A, Drewes G, Ferrer S, Ghidelli-Disse S, Gonzalez S, Gresham SL, Hill AP, Hindley SJ, Lowe RM, MacKenzie CJ, MacLean L, Manthri S, Martin F, Miguel-Siles J, Nguyen VL, Norval S, Osuna-Cabello M, Woodland A, Patterson S, Pena I, Quesada-Campos MT, Reid IH, Revill C, Riley J, Ruiz-Gomez JR, Shishikura Y, Simeons FRC, Smith A, Smith VC, Spinks D, Stojanovski L, Thomas J, Thompson S, Underwood T, Gray DW, Fiandor JM, Gilbert IH, Wyatt PG, Read KD, Miles TJ.	J Med Chem		papers_only
RS20012456	CC(C)(C)OC(=O)NC1CCC(N)CC1	2756050	FEYLUKDSKVSMSZ-UHFFFAOYSA-N	tert-butyl N-(4-aminocyclohexyl)carbamate		2	paper	Europe PMC	"""tert-butyl N-(4-aminocyclohexyl)carbamate"""	exact_name	medium	Optimization of N-Piperidinyl-Benzimidazolone Derivatives as Potent and Selective Inhibitors of 8-Oxo-Guanine DNA Glycosylase 1.	2023	36128847	https://doi.org/10.1002/cmdc.202200310	Wallner O, Cázares-Körner A, Scaletti ER, Masuyer G, Bekkhus T, Visnes T, Mamonov K, Ortis F, Lundbäck T, Volkova M, Koolmeister T, Wiita E, Loseva O, Pandey M, Homan E, Benítez-Buelga C, Davies J, Scobie M, Warpman Berglund U, Kalderén C, Stenmark P, Helleday T, Michel M.	ChemMedChem		papers_only
WX100320	CC(C)(C)OC(=O)N1CC2(CC(N)C2)C1	46930560	WJDUCDSPGKNBBW-UHFFFAOYSA-N	tert-butyl 6-amino-2-azaspiro[3.3]heptane-2-carboxylate		1	paper	Europe PMC	"""tert-butyl 6-amino-2-azaspiro[3.3]heptane-2-carboxylate"""	exact_name	medium	Novel 3-Aminothieno[2,3-<i>b</i>]pyridine-2-carboxamides with Activity against <i>Mycobacterium tuberculosis</i>.	2025	39967629	https://doi.org/10.1021/acsmedchemlett.4c00472	Lynde BE, Chemaly DM, Baldin VP, Greve E, Harding CL, Graner JM, Hardy M, Chowdhury S, Parish T.	ACS Med Chem Lett		papers_only
WX600054	CC(C)(C)OC(=O)N1CCC(CN)C1	2756485	OGCCBDIYOAFOGK-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate"""	exact_name	medium	Aurora isoform selectivity: design and synthesis of imidazo[4,5-b]pyridine derivatives as highly selective inhibitors of Aurora-A kinase in cells.	2013	24195668	https://doi.org/10.1021/jm401115g	Bavetsias V, Faisal A, Crumpler S, Brown N, Kosmopoulou M, Joshi A, Atrash B, Pérez-Fuertes Y, Schmitt JA, Boxall KJ, Burke R, Sun C, Avery S, Bush K, Henley A, Raynaud FI, Workman P, Bayliss R, Linardopoulos S, Blagg J.	J Med Chem		papers_only
WX600054	CC(C)(C)OC(=O)N1CCC(CN)C1	2756485	OGCCBDIYOAFOGK-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate"""	exact_name	medium	Synthesis and structure-activity relationship studies of N-benzyl-2-phenylpyrimidin-4-amine derivatives as potent USP1/UAF1 deubiquitinase inhibitors with anticancer activity against nonsmall cell lung cancer.	2014	25229643	https://doi.org/10.1021/jm5010495	Dexheimer TS, Rosenthal AS, Luci DK, Liang Q, Villamil MA, Chen J, Sun H, Kerns EH, Simeonov A, Jadhav A, Zhuang Z, Maloney DJ.	J Med Chem		papers_only
WX600054	CC(C)(C)OC(=O)N1CCC(CN)C1	2756485	OGCCBDIYOAFOGK-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate"""	exact_name	medium	Probing structural requirements for human topoisomerase I inhibition by a novel N1-Biphenyl fluoroquinolone.	2019	30959322	https://doi.org/10.1016/j.ejmech.2019.03.040	Delgado JL, Lentz SRC, Kulkarni CA, Chheda PR, Held HA, Hiasa H, Kerns RJ.	Eur J Med Chem		papers_only
WX600054	CC(C)(C)OC(=O)N1CCC(CN)C1	2756485	OGCCBDIYOAFOGK-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 3-(aminomethyl)pyrrolidine-1-carboxylate"""	exact_name	medium	Chiral Cyclic Aliphatic Linkers as Building Blocks for Selective Dopamine D&lt;sub&gt;2&lt;/sub&gt; or D&lt;sub&gt;3&lt;/sub&gt; Receptor Agonists.	2021	34699207	https://doi.org/10.1021/acs.jmedchem.1c01433	Battiti FO, Zaidi SA, Katritch V, Newman AH, Bonifazi A.	J Med Chem		papers_only
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Controllable Phase Separation by Boc-Modified Lipophilic Acid as a Multifunctional Extractant.	2015	26627307	https://doi.org/10.1038/srep17509	Tao K, Adler-Abramovich L, Gazit E.	Sci Rep		papers_only
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	First-in-Class Dual Mechanism Ferroptosis-HDAC Inhibitor Hybrids.	2022	36306372	https://doi.org/10.1021/acs.jmedchem.2c01276	Karaj E, Sindi SH, Kuganesan N, Koranne RA, Knoff JR, James AW, Fu Y, Kotsull LN, Pflum MK, Shah Z, Taylor WR, Tillekeratne LMV.	J Med Chem		papers_only
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Design and Synthesis of Dual-Targeting Inhibitors of sEH and HDAC6 for the Treatment of Neuropathic Pain and Lipopolysaccharide-Induced Mortality.	2024	38236416	https://doi.org/10.1021/acs.jmedchem.3c02006	Chen Y, Sun J, Tong H, Wang J, Cao R, Xu H, Chen L, Morisseau C, Zhang M, Shi Y, Han C, Zhuang J, Jing Y, Liu Z, Hammock BD, Chen G.	J Med Chem		papers_only
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Design, synthesis and anti-cervical cancer activity of aroylpyrrole-based derivatives as potent histone deacetylase 6 inhibitors.	2025	41356711	https://doi.org/10.1039/d5ra06970j	Wang X, Du L, Xue Y, Su Y, Yuan X, Yang S, Su W, Gou W, Chen X, Zong L.	RSC Adv		papers_only
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Palladium-catalysed synthesis of small-molecule epigenetic inhibitors as anticancer therapeutics.	2026	41693699	https://doi.org/10.1080/14756366.2026.2621477	Sharma R, Rana M, Thakur A, Ojha R, Mousavi SM, Dhingra A, Nepali K.	J Enzyme Inhib Med Chem		papers_only
WX600292	CC(C)(C)[Si](C)(C)OCCN	529218	XDXFUMZONWWODJ-UHFFFAOYSA-N	2-[tert-butyl(dimethyl)silyl]oxyethanamine		1	paper	Europe PMC	"""2-[tert-butyl(dimethyl)silyl]oxyethanamine"""	exact_name	medium	Discovery of Potent and Selective Pyridone-Based Small Molecule Kinetic Stabilizers of Amyloidogenic Immunoglobulin Light Chains.	2024	39626211	https://doi.org/10.1021/acs.jmedchem.4c01773	Lederberg OL, Yan NL, Sanchez J, Ren W, Ash C, Wilkens SJ, Qiu H, Qin B, Grant VH, Jackman AB, Stanfield RL, Wilson IA, Petrassi HM, Rhoades D, Kelly JW.	J Med Chem		papers_only
WX600320	CCN(CC)C(=O)C(C)N	19828001	NLPULXIOEMWFQS-UHFFFAOYSA-N	2-amino-N,N-diethylpropanamide		1	paper	Europe PMC	"""2-amino-N,N-diethylpropanamide"""	exact_name	medium	Identification of Chemical Composition and Metal Determination of <i>Retama raetam</i> (Forssk) Stem Constituents Using ICP-MS, GC-MS-MS, and DART-MS.	2021	33708453	https://doi.org/10.1155/2021/6667238	Al-Onazi W, Al-Mohaimeed AM, Amina M, El-Tohamy MF.	J Anal Methods Chem		papers_only
WX601070	CC1(N)CCN(C(=O)OC(C)(C)C)C1	57415917	KYRWEDDXBNZACB-UHFFFAOYSA-N	tert-butyl 3-amino-3-methylpyrrolidine-1-carboxylate		1	paper	Europe PMC	"""tert-butyl 3-amino-3-methylpyrrolidine-1-carboxylate"""	exact_name	medium	Treatment-Induced Tumor Dormancy through YAP-Mediated Transcriptional Reprogramming of the Apoptotic Pathway.	2020	31935369	https://doi.org/10.1016/j.ccell.2019.12.006	Kurppa KJ, Liu Y, To C, Zhang T, Fan M, Vajdi A, Knelson EH, Xie Y, Lim K, Cejas P, Portell A, Lizotte PH, Ficarro SB, Li S, Chen T, Chen T, Haikala HM, Wang H, Bahcall M, Gao Y, Shalhout S, Boettcher S, Shin BH, Thai T, Wilkens MK, Tillgren ML, Mushajiang M, Xu M, Choi J, Bertram AA, Ebert BL, Beroukhim R, Bandopadhayay P, Awad MM, Gokhale PC, Kirschmeier PT, Marto JA, Camargo FD, Haq R, Paweletz CP, Wong KK, Barbie DA, Long HW, Gray NS, Jänne PA.	Cancer Cell		papers_only
WX604013	CC(C)(C)OC(=O)N1CCN(CCN)CC1	1514400	QSYTWBKZNNEKPN-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate"""	exact_name	medium	Discovery of a Napabucasin PROTAC as an Effective Degrader of the E3 Ligase ZFP91.	2021	33506674	https://doi.org/10.1021/acs.jmedchem.0c01897	Hanafi M, Chen X, Neamati N.	J Med Chem		papers_only
WX604013	CC(C)(C)OC(=O)N1CCN(CCN)CC1	1514400	QSYTWBKZNNEKPN-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate"""	exact_name	medium	Structure-Directed Discovery of Potent Soluble Epoxide Hydrolase Inhibitors for the Treatment of Inflammatory Diseases.	2023	36689364	https://doi.org/10.1021/acs.jmedchem.2c01996	Chen Y, Chen L, Xu H, Cao R, Morisseau C, Zhang M, Shi Y, Hammock BD, Wang J, Zhuang J, Liu Z, Chen G.	J Med Chem		papers_only
WX604013	CC(C)(C)OC(=O)N1CCN(CCN)CC1	1514400	QSYTWBKZNNEKPN-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate"""	exact_name	medium	The indole motif is essential for the antitrypanosomal activity of N5-substituted paullones.	2023	38032881	https://doi.org/10.1371/journal.pone.0292946	Ihnatenko I, Müller MJ, Orban OCF, Lindhof JC, Benítez D, Ortíz C, Dibello E, Seidl LL, Comini MA, Kunick C.	PLoS One		papers_only
WX604013	CC(C)(C)OC(=O)N1CCN(CCN)CC1	1514400	QSYTWBKZNNEKPN-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate"""	exact_name	medium	Novel betulin derivatives as multidrug reversal agents targeting P-glycoprotein.	2024	38167542	https://doi.org/10.1038/s41598-023-49939-9	Laiolo J, Graikioti DG, Barbieri CL, Joray MB, Antoniou AI, Vera DMA, Athanassopoulos CM, Carpinella MC.	Sci Rep		papers_only
WX604013	CC(C)(C)OC(=O)N1CCN(CCN)CC1	1514400	QSYTWBKZNNEKPN-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperazine-1-carboxylate"""	exact_name	medium	Machine Learning-Based Virtual Screening and Identification of the Fourth-Generation EGFR Inhibitors.	2024	38250375	https://doi.org/10.1021/acsomega.3c06225	Chang H, Zhang Z, Tian J, Bai T, Xiao Z, Wang D, Qiao R, Li C.	ACS Omega		papers_only
WX604022	CC(C)(C)OC(=O)N1CCC(CCN)CC1	1514258	LBQDLHPFISVBRU-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate"""	exact_name	medium	Design and Synthesis of Nonpeptide Inhibitors of Hepatocyte Growth Factor Activation.	2016	26985294	https://doi.org/10.1021/acsmedchemlett.5b00357	Venukadasula PK, Owusu BY, Bansal N, Ross LJ, Hobrath JV, Bao D, Truss JW, Stackhouse M, Messick TE, Klampfer L, Galemmo RA.	ACS Med Chem Lett		papers_only
WX604022	CC(C)(C)OC(=O)N1CCC(CCN)CC1	1514258	LBQDLHPFISVBRU-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate"""	exact_name	medium	Discovery and In Vivo Efficacy of Trace Amine-Associated Receptor 1 (TAAR1) Agonist 4-(2-Aminoethyl)-<i>N</i>-(3,5-dimethylphenyl)piperidine-1-carboxamide Hydrochloride (AP163) for the Treatment of Psychotic Disorders.	2022	36232878	https://doi.org/10.3390/ijms231911579	Krasavin M, Peshkov AA, Lukin A, Komarova K, Vinogradova L, Smirnova D, Kanov EV, Kuvarzin SR, Murtazina RZ, Efimova EV, Gureev M, Onokhin K, Zakharov K, Gainetdinov RR.	Int J Mol Sci		papers_only
WX604022	CC(C)(C)OC(=O)N1CCC(CCN)CC1	1514258	LBQDLHPFISVBRU-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate"""	exact_name	medium	Systematic Design of Adenosine Analogs as Inhibitors of a <i>Clostridioides difficile-</i>Specific DNA Adenine Methyltransferase Required for Normal Sporulation and Persistence.	2023	36581322	https://doi.org/10.1021/acs.jmedchem.2c01789	Zhou J, Horton JR, Menna M, Fiorentino F, Ren R, Yu D, Hajian T, Vedadi M, Mazzoccanti G, Ciogli A, Weinhold E, Hüben M, Blumenthal RM, Zhang X, Mai A, Rotili D, Cheng X.	J Med Chem		papers_only
WX604022	CC(C)(C)OC(=O)N1CCC(CCN)CC1	1514258	LBQDLHPFISVBRU-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate		4	paper	Europe PMC	"""tert-butyl 4-(2-aminoethyl)piperidine-1-carboxylate"""	exact_name	medium	Small molecule protein assembly modulators with pan-cancer therapeutic efficacy.	2024	39689856	https://doi.org/10.1098/rsob.240210	Lingappa AF, Akintunde O, Samueli E, Ewald C, Michon M, Ziari N, Lu M, Yu SF, Froehlich M, Le PU, Fernandez Y, Mallesh S, Lin J, Kitaygorodskyy A, Solas D, Reed JC, Lingappa JR, Müller-Schiffmann A, Korth C, Prasad D, Nalca A, Aston E, Fabbri B, Anand SK, Campi TW, Petrouski E, Dey D, Andrews DW, Rubenstein JL, Lingappa VR.	Open Biol		papers_only
WX604185	CC(C)(C)OC(=O)N1CCC(N)CC1	1268291	LZRDHSFPLUWYAX-UHFFFAOYSA-N	tert-butyl 4-aminopiperidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-aminopiperidine-1-carboxylate"""	exact_name	medium	Structure-Based Optimization of Pyrazinamide-Containing Macrocyclic Derivatives as Fms-like Tyrosine Kinase 3 (FLT3) Inhibitors to Overcome Clinical Mutations.	2024	38751627	https://doi.org/10.1021/acsptsci.4c00071	Zheng X, Chen Z, Guo M, Liang H, Song X, Liu Y, Liao Z, Zhang Y, Guo J, Zhou Y, Zhang ZM, Tu Z, Zhang Y, Chen Y, Zhang Z, Lu X.	ACS Pharmacol Transl Sci		papers_only
WX604185	CC(C)(C)OC(=O)N1CCC(N)CC1	1268291	LZRDHSFPLUWYAX-UHFFFAOYSA-N	tert-butyl 4-aminopiperidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-aminopiperidine-1-carboxylate"""	exact_name	medium	Evaluation of the Therapeutic Potential of Sulfonyl Urea Derivatives as Soluble Epoxide Hydrolase (sEH) Inhibitors.	2024	38998987	https://doi.org/10.3390/molecules29133036	Kundu B, Dvorácskó S, Basu A, Pommerolle L, Kim KA, Wood CM, Gibbs E, Behee M, Tarasova NI, Cinar R, Iyer MR.	Molecules		papers_only
WX604185	CC(C)(C)OC(=O)N1CCC(N)CC1	1268291	LZRDHSFPLUWYAX-UHFFFAOYSA-N	tert-butyl 4-aminopiperidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-aminopiperidine-1-carboxylate"""	exact_name	medium	Indole-2-carboxamides Optimization for Antiplasmodial Activity.	2025	41112202	https://doi.org/10.1021/acsbiomedchemau.5c00058	Kumar M, Ahmad A, Aguiar ACC, Maluf SEC, Shamim A, Ferrer M, Souza GE, Gazarini ML, Pereira DB, von Geldern TW, Baud D, Jones B, Mondal SK, Willis PA, Guido RVC, Dias LC.	ACS Bio Med Chem Au		papers_only
WX604185	CC(C)(C)OC(=O)N1CCC(N)CC1	1268291	LZRDHSFPLUWYAX-UHFFFAOYSA-N	tert-butyl 4-aminopiperidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-aminopiperidine-1-carboxylate"""	exact_name	medium	Targeting KRAS&lt;sup&gt;G13C&lt;/sup&gt; with cyclic linker based inhibitors to explore warhead orientation.	2025	41174214	https://doi.org/10.1038/s41598-025-22145-5	Kirschner T, Rodriguez J, Moreira EG, Niggenaber J, Warmuth JD, Verli H, Müller MP, Rauh D.	Sci Rep		papers_only
WX604185	CC(C)(C)OC(=O)N1CCC(N)CC1	1268291	LZRDHSFPLUWYAX-UHFFFAOYSA-N	tert-butyl 4-aminopiperidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 4-aminopiperidine-1-carboxylate"""	exact_name	medium	Fluorine-containing FDA-approved small-molecule drugs in 2025: significance, synthetic insights, and therapeutic applications		PMC12983373	https://europepmc.org/article/PMC/PMC12983373	Mishra S, Jadala C, Cardoza S, Potuganti G, Velma G.	RSC Adv		papers_only
WX604259	CC(C)(C)OC(=O)N1CC(N)C1	1516507	WPGLRFGDZJSQGI-UHFFFAOYSA-N	tert-butyl 3-aminoazetidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 3-aminoazetidine-1-carboxylate"""	exact_name	medium	Discovery of First-in-Class Protein Arginine Methyltransferase 5 (PRMT5) Degraders.	2020	32787082	https://doi.org/10.1021/acs.jmedchem.0c01111	Shen Y, Gao G, Yu X, Kim H, Wang L, Xie L, Schwarz M, Chen X, Guccione E, Liu J, Bedford MT, Jin J.	J Med Chem		papers_only
WX604259	CC(C)(C)OC(=O)N1CC(N)C1	1516507	WPGLRFGDZJSQGI-UHFFFAOYSA-N	tert-butyl 3-aminoazetidine-1-carboxylate		5	paper	Europe PMC	"""tert-butyl 3-aminoazetidine-1-carboxylate"""	exact_name	medium	Matrix Metalloproteinase 13 Inhibitors for Modulation of Osteoclastogenesis: Enhancement of Solubility and Stability.	2021	33331147	https://doi.org/10.1002/cmdc.202000911	Knapinska AM, Singh C, Drotleff G, Blanco D, Chai C, Schwab J, Herd A, Fields GB.	ChemMedChem		papers_only
