smiles	catalog_id	fid	hasTertiaryAmine	nHBD	nHBA	cLogP	nHeteroAtoms	RingCount	nRotatableBonds	nAromaticBonds	nAcidicGroup	nBasicGroup	AtomicPolarizability	MolWt	TPSA	MaxTrainSimilarity	FpClusterId	PhysChemClusterId	Prom-0	Prom-1	Prom-2	Prom-0-0	Prom-1-0	Prom-2-0	Prom-0-1	Prom-1-1	Prom-2-1	Prom-0-2	Prom-1-2	Prom-2-2	Sign-0	Sign-1	Sign-2	Sign-3	Sign-4	Sign-5	Sign-6	Sign-7	Sign-8	Sign-9	smiles_valid	smiles_error	excel_row
C#CCCC1(CCC(=O)N2CC(n3cccn3)Cc3ccccc32)N=N1	Z2866904049		0	0	5	3,37	6	4	6	11	0	0	55,5	347,42	62,85	0,49	0	1	0,766	0,362	0,021	0,776	0,609	0,068	0,894	0,521	0,256	0,916	0,814	0,346	0,008	0,083	0	0,036	0,01	0,019	0,015	0,054	0,049	0,011	1		213
C#CCCC1(CCC(=O)Nc2c(-c3ccco3)nc3ccccn23)N=N1	Z2866904065		0	1	6	3,89	7	4	7	15	0	0	51,88	347,38	84,26	0,48	2	5	0,139	0,055	0,05	0,68	0,458	0,19	0,882	0,427	0,209	0,774	0,41	0,123	0,186	0,335	0,004	0,011	0,071	0,013	0,002	0,058	0,023	0,185	1		214
C#CCCC1(CCC(=O)N2CCCc3c(OC(F)F)cccc32)N=N1	Z2866904067	PC-V059-F	0	0	4	3,92	7	3	7	6	0	0	50,37	347,37	54,26	0,62	7	9	0,829	0,187	0,017	0,703	0,482	0,075	0,913	0,754	0,129	0,943	0,945	0,398	0,007	0,061	0,002	0,014	0,072	0,009	0,046	0,069	0,05	0,017	1		215
C#CCCC1(CCC(=O)N2CCC(N3CCC3)C2)N=N1	Z2866904069		1	0	4	1,65	5	3	6	0	0	1	46,27	274,37	48,27	0,6	11	0	0,001	0,001	0,001	0,003	0,002	0,008	0,507	0,002	0,001	0,007	0,001	0	0	0,008	0,991	0,087	0,015	0,008	0,005	0,031	0,02	0	1		216
C#CCCC1(CCC(=O)NC2CN3CCC2CC3)N=N1	Z2866904072		1	1	4	1,55	5	4	6	0	0	1	46,27	274,37	57,06	0,6	9	0	0,005	0,001	0,001	0,006	0,001	0,002	0,267	0,001	0,002	0,014	0,005	0,001	0	0,008	0,932	0,05	0,008	0,034	0,005	0,055	0,022	0,001	1		217
C#CCCC1(CCC(=O)NC23CCN(CC2)CC3)N=N1	Z2866904074		1	1	4	1,7	5	4	6	0	0	1	46,27	274,37	57,06	0,58	9	0	0,003	0,002	0,001	0,004	0,003	0,006	0,154	0,001	0,001	0,003	0,004	0,001	0	0,002	0,724	0,059	0,01	0,011	0,017	0,045	0,02	0,004	1		218
C#CCCC1(CCC(=O)N2CCC3(CN(C)C3)C2)N=N1	Z2866904077		1	0	4	1,51	5	3	5	0	0	1	46,27	274,37	48,27	0,6	13	0	0,001	0	0,002	0,027	0,003	0,025	0,424	0,001	0,001	0,005	0,005	0	0	0,003	0,972	0,146	0,012	0,005	0,004	0,035	0,011	0,002	1		219
C#CCCC1(CCC(=O)NCCc2nncn2C)N=N1	Z2866904080		0	1	6	0,83	7	2	8	5	0	0	42,28	274,33	84,53	0,71	6	3	0	0,001	0,003	0,022	0,015	0,023	0,014	0,002	0,001	0,006	0,003	0	0	0,014	0,051	0,078	0,016	0,012	0,003	0,057	0,024	0	1		220
C#CCCC1(CCC(=O)NCCn2cnnc2C)N=N1	Z2866904082		0	1	6	1,06	7	2	8	5	0	0	42,28	274,33	84,53	0,77	6	13	0	0	0,003	0,013	0,009	0,02	0,015	0,002	0,002	0,004	0,003	0	0	0,015	0,008	0,072	0,014	0,008	0,002	0,058	0,036	0,001	1		221
C#CCCC1(CCC(=O)NC2Cc3ccccc3NC2=O)N=N1	Z2866904083		0	2	4	2,02	6	3	6	6	0	0	47,93	310,36	82,92	0,57	9	13	0,101	0,006	0,002	0,105	0,061	0,028	0,688	0,064	0,047	0,379	0,118	0,01	0,048	0,065	0,002	0,03	0,012	0,112	0,017	0,047	0,022	0,001	1		222
C#CCCC1(CCC(=O)NCCc2noc3ccccc23)N=N1	Z2866904085		0	1	5	2,84	6	3	8	10	0	0	47,93	310,36	79,85	0,53	6	6	0,209	0,147	0,095	0,124	0,098	0,009	0,911	0,131	0,13	0,776	0,632	0,177	0,014	0,111	0,001	0,019	0,026	0,005	0,219	0,043	0,014	0,078	1		223
C#CCCC1(CCC(=O)Nc2nc3cccnc3n2CC)N=N1	Z2866904087		0	1	6	2,75	7	3	7	10	0	0	47,56	310,36	84,53	0,52	2	6	0,148	0,016	0,003	0,613	0,369	0,012	0,827	0,456	0,037	0,847	0,376	0,086	0,004	0,321	0,007	0,035	0,034	0,002	0,001	0,066	0,031	0,006	1		224
C#CCCC1(CCC(=O)NCC2CCN(C3CCOCC3)CC2)N=N1	Z2866904091		1	1	5	2,35	6	3	8	0	0	1	59,45	346,48	66,29	0,61	9	0	0,019	0,014	0,008	0,029	0,027	0,007	0,692	0,048	0,019	0,034	0,025	0,014	0,009	0,012	0,881	0,037	0,01	0,053	0,003	0,054	0,022	0,005	1		225
C#CCCC1(CCC(=O)NC(c2ccc(C)cc2)c2ccccn2)N=N1	Z2866904098		0	1	4	3,95	5	3	8	12	0	0	56,83	346,43	66,71	0,7	4	1	0,573	0,174	0,078	0,741	0,328	0,167	0,902	0,54	0,073	0,907	0,731	0,43	0,031	0,012	0,001	0,007	0,016	0,122	0,023	0,057	0,004	0,026	1		226
C#CCCC1(CCC(=O)N2CCC([C@@H]3OCC[C@H]3C(N)=O)CC2)N=N1	Z2866904100		0	1	5	1,47	7	3	7	0	0	0	55,82	346,43	97,35	0,55	11	11	0,009	0,014	0,033	0,042	0,073	0,006	0,026	0,034	0,018	0,029	0,036	0,031	0,017	0,207	0	0,076	0,015	0,545	0,01	0,065	0,01	0,006	1		227
C#CCCC1(CCC(=O)NCCc2cnn(C)c2)N=N1	Z2866904107		0	1	5	1,43	6	2	8	5	0	0	43,61	273,34	71,64	0,59	6	13	0,004	0,005	0,002	0,006	0,008	0,003	0,057	0,002	0,003	0,004	0,016	0,003	0	0,015	0,039	0,163	0,016	0,002	0,004	0,054	0,018	0,002	1		228
C#CCCC1(CCC(=O)NC2(c3cccc(C)c3)CCC2)N=N1	Z2866904109		0	1	3	3,85	4	3	7	6	0	0	52,88	309,41	53,82	0,55	4	9	0,482	0,312	0,159	0,375	0,278	0,149	0,95	0,428	0,257	0,91	0,785	0,548	0,008	0,004	0,045	0,022	0,016	0,002	0,813	0,031	0,058	0,098	1		229
C#CCCC1(CCC(=O)NC2CCN(c3ncccc3Cl)C2)N=N1	Z2866904116		0	1	5	2,79	7	3	7	6	0	0	51,74	345,83	69,95	0,6	9	4	0,049	0,007	0,029	0,177	0,083	0,009	0,296	0,049	0,04	0,185	0,016	0,01	0,002	0,036	0,461	0,053	0,009	0,004	0,001	0,054	0,054	0,123	1		230
C#CCCC1(CCC(=O)N2CC(CC)Oc3c(Cl)cccc32)N=N1	Z2866904122		0	0	4	4,2	6	3	6	6	0	0	52,1	345,83	54,26	0,53	0	9	0,918	0,543	0,113	0,811	0,686	0,075	0,923	0,888	0,329	0,957	0,971	0,592	0,015	0,006	0	0,005	0,016	0,019	0,25	0,076	0,05	0,204	1		231
C#CCCC1(CCC(=O)N2CCOC(c3cccc(Cl)c3)C2)N=N1	Z2866904125		0	0	4	3,6	6	3	6	6	0	0	52,1	345,83	54,26	0,68	11	9	0,541	0,24	0,093	0,649	0,517	0,019	0,884	0,764	0,129	0,845	0,811	0,357	0,009	0,01	0	0,012	0,01	0,025	0,017	0,06	0,05	0,073	1		232
C#CCCC1(CCC(=O)NCCc2cc3ccccc3o2)N=N1	Z2866904129		0	1	4	3,45	5	3	8	10	0	0	49,25	309,37	66,96	0,58	6	1	0,498	0,327	0,224	0,243	0,195	0,042	0,919	0,363	0,228	0,749	0,697	0,462	0,035	0,065	0,005	0,047	0,018	0,002	0,113	0,046	0,007	0,081	1		233
C#CCCC1(CCC(=O)N2CCOC(c3ccccc3Cl)C2)N=N1	Z2866904132		0	0	4	3,6	6	3	6	6	0	0	52,1	345,83	54,26	0,73	11	9	0,509	0,137	0,06	0,576	0,536	0,024	0,842	0,773	0,082	0,818	0,719	0,269	0,005	0,005	0	0,022	0,009	0,071	0,012	0,064	0,021	0,06	1		234
C#CCCC1(CCC(=O)N2CCN(C3CCNC(=O)CC3)CC2)N=N1	Z2866904148		1	1	5	1,16	7	3	6	0	0	1	56,79	345,45	77,37	0,6	11	11	0,001	0	0,004	0,002	0,003	0,003	0,011	0,001	0,001	0,001	0	0	0	0,037	0,2	0,083	0,01	0,083	0	0,073	0,012	0,003	1		235
C#CCCC1(CCC(=O)N2CCCC(c3ccc(F)c(F)c3)C2)N=N1	Z2866904161		0	0	3	4,03	6	3	6	6	0	0	52,66	345,39	45,03	0,65	11	9	0,793	0,422	0,367	0,678	0,579	0,019	0,96	0,629	0,488	0,968	0,922	0,374	0,031	0,048	0,03	0,007	0,025	0,001	0,212	0,038	0,039	0,032	1		236
C#CCCC1(CCC(=O)NCCc2cc(F)cc3c2OCOC3)N=N1	Z2866904164		0	1	5	2,71	7	3	8	6	0	0	51,28	345,37	72,28	0,51	6	4	0,066	0,004	0,004	0,054	0,032	0,028	0,557	0,033	0,008	0,674	0,488	0,009	0	0,021	0,008	0,051	0,038	0,046	0,007	0,058	0,004	0,005	1		237
C#CCCC1(CCC(=O)N2CCCN(Cc3noc(C)n3)CC2)N=N1	Z2866904184		1	0	7	1,77	8	3	7	5	0	1	54,13	344,42	87,19	0,58	7	13	0,001	0	0,002	0,002	0,001	0,002	0,012	0,001	0,001	0,003	0,002	0,001	0	0,023	0,351	0,052	0,017	0,019	0,001	0,048	0,04	0,001	1		238
C#CCCC1(CCC(=O)N2CCN(C(C)c3nc(C)no3)CC2)N=N1	Z2866904186		1	0	7	1,94	8	3	7	5	0	1	54,13	344,42	87,19	0,82	7	13	0,002	0,001	0,001	0,003	0,003	0,002	0,009	0,001	0,001	0,002	0,001	0,003	0	0,015	0,076	0,028	0,017	0,013	0,001	0,044	0,022	0,012	1		239
C#CCCC1(CCC(=O)Nc2ccc(F)c(N3CCOCC3)c2)N=N1	Z2866904189		0	1	5	2,96	7	3	7	6	0	0	52,24	344,39	66,29	0,58	10	4	0,493	0,041	0,05	0,553	0,427	0,02	0,777	0,541	0,186	0,795	0,768	0,145	0,053	0,012	0,367	0,019	0,012	0,016	0,019	0,062	0,035	0,21	1		240
C#CCCC1(CCC(=O)N2CCC(Oc3ncccc3F)CC2)N=N1	Z2866904191		0	0	5	2,95	7	3	7	6	0	0	52,24	344,39	67,15	0,57	11	4	0,2	0,012	0,011	0,078	0,092	0,007	0,557	0,141	0,015	0,625	0,186	0,021	0,001	0,096	0,022	0,061	0,019	0,011	0,002	0,049	0,015	0,002	1		241
C#CCCC1(CCC(=O)N2CCc3ccc(Cl)cc3C(C)C2)N=N1	Z2866904208		0	0	3	4,18	5	3	5	6	0	0	54,39	343,86	45,03	0,58	7	9	0,682	0,538	0,241	0,778	0,462	0,024	0,928	0,576	0,577	0,94	0,943	0,564	0,025	0,111	0,002	0,013	0,012	0,003	0,103	0,068	0,072	0,292	1		242
C#CCCC1(CCC(=O)N2CC3(CCC3)c3ccccc32)N=N1	Z2866904210		0	0	3	3,81	4	4	5	6	0	0	51,54	307,4	45,03	0,54	7	9	0,884	0,434	0,14	0,804	0,701	0,299	0,954	0,766	0,605	0,95	0,909	0,524	0,004	0,016	0,012	0,057	0,014	0,011	0,578	0,045	0,044	0,028	1		243
C#CCCC1(CCC(=O)NCc2nccc(C(F)F)n2)N=N1	Z2866904214		0	1	5	2,39	8	2	8	6	0	0	42,06	307,3	79,6	0,58	6	4	0,021	0,008	0,002	0,086	0,029	0,024	0,416	0,081	0,008	0,414	0,032	0,008	0,002	0,023	0,001	0,053	0,054	0,001	0,001	0,043	0,011	0,002	1		244
C#CCCC1(CCC(=O)N2CCN(Cc3nnc(C)n3C)CC2)N=N1	Z2866904217		1	0	7	1,12	8	3	7	5	0	1	55,09	343,44	78,98	0,52	7	3	0,002	0,001	0,002	0,014	0,017	0,006	0,016	0,003	0,001	0,006	0,002	0,001	0	0,058	0,516	0,194	0,015	0,012	0,001	0,063	0,026	0,002	1		245
C#CCCC1(CCC(=O)N[C@@H]2CCO[C@H]2c2ccnn2C(C)C)N=N1	Z2866904221		0	1	6	2,77	7	3	8	5	0	0	55,45	343,43	80,87	0,49	9	4	0,01	0,015	0,014	0,026	0,019	0,004	0,13	0,027	0,019	0,174	0,022	0,076	0,006	0,039	0,002	0,19	0,012	0,032	0,046	0,05	0,014	0,013	1		246
C#CCCC1(CCC(=O)N2CCOCC2c2c(C)nn(C)c2C)N=N1	Z2866904223		0	0	6	2,29	7	3	6	5	0	0	55,45	343,43	72,08	0,78	0	4	0,022	0,002	0,004	0,028	0,02	0,002	0,021	0,021	0,001	0,013	0,016	0,017	0	0,022	0,006	0,216	0,012	0,457	0,001	0,062	0,028	0,011	1		247
C#CCCC1(CCC(=O)N2CCOC(Cn3nc(C)cc3C)C2)N=N1	Z2866904225		0	0	6	2,08	7	3	7	5	0	0	55,45	343,43	72,08	0,65	11	13	0,054	0,037	0,017	0,059	0,021	0,002	0,107	0,073	0,01	0,023	0,051	0,095	0,001	0,015	0	0,143	0,022	0,04	0,005	0,056	0,084	0,018	1		248
C#CCCC1(CCC(=O)N2CCN(Cc3nc(C)c(C)o3)CC2)N=N1	Z2866904227		1	0	6	2,29	7	3	7	5	0	1	55,45	343,43	74,3	0,54	7	4	0,008	0,001	0,003	0,011	0,008	0,005	0,058	0,014	0,001	0,016	0,008	0,002	0	0,019	0,42	0,074	0,012	0,006	0,002	0,057	0,03	0,007	1		249
C#CCCC1(CCC(=O)N2CCC(c3ccc(OC)c(F)c3)C2)N=N1	Z2866904239		0	0	4	3,51	6	3	7	6	0	0	53,57	343,4	54,26	0,58	11	9	0,708	0,289	0,139	0,479	0,368	0,018	0,961	0,423	0,132	0,969	0,937	0,279	0,003	0,046	0,032	0,006	0,022	0,001	0,065	0,053	0,011	0,005	1		250
C#CCCC1(CCC(=O)N2CCCC2c2ccc(OC)c(F)c2)N=N1	Z2866904241		0	0	4	3,85	6	3	7	6	0	0	53,57	343,4	54,26	0,61	0	9	0,633	0,285	0,157	0,541	0,493	0,023	0,964	0,481	0,113	0,964	0,917	0,312	0,002	0,026	0,02	0,005	0,021	0,002	0,123	0,049	0,013	0,001	1		251
C#CCCC1(CCC(=O)N2CCCC2(COC)C(N)=O)N=N1	Z2866904252		0	1	5	0,84	7	2	8	0	0	0	47,88	306,37	97,35	0,52	13	11	0,035	0,01	0,005	0,014	0,027	0,016	0,04	0,01	0,01	0,005	0,083	0,02	0,006	0,011	0,001	0,136	0,027	0,103	0,023	0,052	0,017	0	1		252
C#CCCC1(CCC(=O)NCCn2ccc3cc(Cl)ccc32)N=N1	Z2866904255		0	1	4	3,77	6	3	8	10	0	0	51,73	342,83	58,75	0,54	6	1	0,547	0,648	0,082	0,483	0,409	0,009	0,84	0,62	0,329	0,601	0,864	0,47	0,006	0,199	0	0,083	0,045	0,001	0,083	0,081	0,038	0,729	1		253
C#CCCC1(CCC(=O)N2CCN(CCOC)C(=O)C2)N=N1	Z2866904257		0	0	5	0,66	7	2	8	0	0	0	47,88	306,37	74,57	0,59	7	11	0,005	0,002	0,001	0,003	0,01	0,004	0,015	0,002	0,001	0,001	0,012	0,002	0	0,008	0,003	0,189	0,021	0,107	0,002	0,073	0,012	0,003	1		254
C#CCCC1(CCC(=O)N2CCCN(Cc3nccn3C)CC2)N=N1	Z2866904266		1	0	6	1,81	7	3	7	5	0	1	56,42	342,45	66,09	0,58	7	13	0,006	0,001	0,001	0,015	0,014	0,005	0,068	0,01	0,001	0,045	0,007	0	0	0,161	0,925	0,298	0,016	0,013	0,001	0,073	0,019	0	1		255
C#CCCC1(CCC(=O)NCC2CCN(c3ccccc3F)C2)N=N1	Z2866904268		0	1	4	3,12	6	3	8	6	0	0	54,54	342,42	57,06	0,57	6	9	0,477	0,121	0,086	0,345	0,174	0,042	0,828	0,323	0,282	0,814	0,749	0,089	0,024	0,009	0,648	0,03	0,008	0,001	0,07	0,048	0,017	0,035	1		256
C#CCCC1(CCC(=O)NCc2c(F)cccc2N2CCCC2)N=N1	Z2866904270		0	1	4	3,4	6	3	8	6	0	0	54,54	342,42	57,06	0,56	6	9	0,416	0,051	0,097	0,308	0,423	0,111	0,773	0,454	0,292	0,766	0,546	0,074	0,015	0,012	0,956	0,021	0,01	0,002	0,022	0,037	0,01	0,045	1		257
C#CCCC1(CCC(=O)N2CCN(Cc3cccc(F)c3)CC2)N=N1	Z2866904272		1	0	4	2,83	6	3	7	6	0	1	54,54	342,42	48,27	0,55	7	4	0,262	0,019	0,03	0,167	0,108	0,006	0,74	0,21	0,032	0,636	0,674	0,019	0	0,041	0,58	0,07	0,011	0,001	0,007	0,062	0,026	0,065	1		258
C#CCCC1(CCC(=O)Nc2nc3c(COC)cccc3s2)N=N1	Z2866904276		0	1	6	3,74	7	3	8	10	0	0	50,83	342,42	75,94	0,48	2	1	0,845	0,248	0,017	0,772	0,472	0,025	0,932	0,799	0,24	0,922	0,953	0,445	0,17	0,021	0,002	0,015	0,054	0,005	0,038	0,069	0,019	0,029	1		259
C#CCCC1(CCC(=O)N[C@@H]2CC(=O)N(C)[C@H]2c2ccnn2C)N=N1	Z2866904278		0	1	6	1,16	8	3	7	5	0	0	52,79	342,4	91,95	0,52	9	3	0	0,003	0,002	0,004	0,004	0,003	0,002	0	0,001	0,001	0	0,001	0	0,089	0,018	0,318	0,016	0,302	0,005	0,045	0,011	0	1		260
C#CCCC1(CCC(=O)NC2CCCN(c3ccnn3C)C2=O)N=N1	Z2866904280		0	1	6	1,39	8	3	7	5	0	0	52,79	342,4	91,95	0,6	9	13	0,002	0,004	0,003	0,022	0,031	0,004	0,02	0,001	0,002	0,007	0	0,002	0	0,159	0,018	0,172	0,016	0,05	0	0,044	0,059	0,001	1		261
C#CCCC1(CCC(=O)N2CCN(c3nccn(C)c3=O)CC2)N=N1	Z2866904282		0	0	7	0,78	8	3	6	6	0	0	52,79	342,4	83,16	0,49	7	3	0,007	0,001	0,001	0,024	0,062	0,003	0,021	0,008	0,001	0,033	0,003	0,001	0	0,281	0,463	0,152	0,021	0,051	0,004	0,061	0,018	0,014	1		262
C#CCCC1(CCC(=O)NC2CCN(c3cc(C)nn3C)C2=O)N=N1	Z2866904295		0	1	6	1,31	8	3	7	5	0	0	52,79	342,4	91,95	0,59	9	13	0,001	0,003	0,005	0,035	0,011	0,003	0,031	0	0,003	0,006	0,001	0,002	0	0,073	0,006	0,212	0,017	0,028	0	0,047	0,036	0,003	1		263
C#CCCC1(CCC(=O)NC2CCN(C(=O)c3ccoc3)CC2)N=N1	Z2866904297		0	1	5	2,36	7	3	7	5	0	0	53,16	342,4	87,27	0,55	9	4	0,001	0,001	0,006	0,006	0,016	0,014	0,07	0,002	0,006	0,025	0,003	0,003	0,001	0,048	0,004	0,141	0,012	0,014	0,001	0,063	0,023	0,002	1		264
C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3=O)c(F)c2)N=N1	Z2866904303		0	1	4	3,25	7	3	7	6	0	0	50,91	342,37	74,13	0,52	10	9	0,027	0,004	0,011	0,142	0,098	0,01	0,456	0,014	0,047	0,181	0,043	0,006	0,002	0,053	0,008	0,035	0,017	0,006	0,005	0,058	0,017	0,004	1		265
C#CCCC1(CCC(=O)N2Cc3cncnc3C2)N=N1	Z2866904307		0	0	5	1,67	6	3	5	6	0	0	40,94	269,31	70,81	0,59	7	13	0,003	0,001	0,001	0,04	0,067	0,052	0,352	0,053	0,002	0,184	0,061	0	0	0,235	0,019	0,114	0,035	0,106	0,001	0,076	0,045	0	1		266
C#CCCC1(CCC(=O)N2CCC(Cc3ccc(F)cc3)CC2)N=N1	Z2866904313		0	0	3	3,96	5	3	7	6	0	0	55,86	341,43	45,03	0,64	11	9	0,316	0,137	0,114	0,574	0,373	0,006	0,915	0,279	0,102	0,955	0,767	0,274	0,005	0,073	0,144	0,017	0,011	0,001	0,142	0,047	0,031	0,017	1		267
C#CCCC1(CCC(=O)N2CCC(c3ccc(F)cc3C)CC2)N=N1	Z2866904316		0	0	3	4,2	5	3	6	6	0	0	55,86	341,43	45,03	0,58	11	9	0,377	0,236	0,144	0,66	0,506	0,009	0,927	0,474	0,185	0,937	0,718	0,528	0,011	0,073	0,065	0,007	0,011	0,003	0,166	0,036	0,035	0,223	1		268
C#CCCC1(CCC(=O)N2CCCCC2Cc2ccc(F)cc2)N=N1	Z2866904319		0	0	3	4,11	5	3	7	6	0	0	55,86	341,43	45,03	0,57	0	9	0,432	0,192	0,101	0,594	0,42	0,01	0,943	0,354	0,121	0,956	0,787	0,362	0,002	0,032	0,058	0,016	0,013	0,001	0,353	0,042	0,06	0,003	1		269
C#CCCC1(CCC(=O)NCc2ccc(N3CCOCC3)nc2)N=N1	Z2866904324		0	1	6	1,89	7	3	8	6	0	0	54,12	341,42	79,18	0,53	6	13	0,007	0,001	0,008	0,056	0,07	0,006	0,204	0,053	0,01	0,077	0,006	0,003	0,001	0,084	0,755	0,127	0,019	0,006	0	0,059	0,076	0,003	1		270
C#CCCC1(CCC(=O)Nc2cccc(CN3CCOCC3)n2)N=N1	Z2866904326		1	1	6	2,21	7	3	8	6	0	1	54,12	341,42	79,18	0,51	2	4	0,057	0,005	0,018	0,173	0,085	0,007	0,521	0,17	0,049	0,153	0,045	0,015	0,006	0,096	0,697	0,138	0,021	0,012	0,001	0,058	0,076	0,01	1		271
C#CCCC1(CCC(=O)N2CCN(c3cc(OC)ccn3)CC2)N=N1	Z2866904328		0	0	6	2,09	7	3	7	6	0	0	54,12	341,42	70,39	0,59	7	13	0,141	0,003	0,007	0,101	0,182	0,006	0,156	0,069	0,004	0,151	0,068	0,005	0	0,311	0,398	0,066	0,014	0,005	0,001	0,064	0,053	0,04	1		272
C#CCCC1(CCC(=O)NCc2cccnc2N2CCOCC2)N=N1	Z2866904330		0	1	6	1,89	7	3	8	6	0	0	54,12	341,42	79,18	0,54	6	13	0,006	0,001	0,007	0,055	0,075	0,009	0,161	0,053	0,011	0,101	0,006	0,003	0	0,079	0,79	0,148	0,015	0,026	0,001	0,05	0,044	0,006	1		273
C#CCCC1(CCC(=O)N2CCN(c3ccncc3OC)CC2)N=N1	Z2866904332		0	0	6	2,09	7	3	7	6	0	0	54,12	341,42	70,39	0,55	7	13	0,057	0,002	0,003	0,04	0,127	0,004	0,195	0,022	0,002	0,17	0,045	0,003	0	0,219	0,407	0,073	0,016	0,007	0,014	0,071	0,014	0,047	1		274
C#CCCC1(CCC(=O)N2CCOC(COc3ccccc3)C2)N=N1	Z2866904333		0	0	5	2,65	6	3	8	6	0	0	54,48	341,41	63,49	0,6	11	4	0,566	0,032	0,011	0,476	0,207	0,016	0,924	0,59	0,018	0,937	0,906	0,112	0	0,007	0,001	0,058	0,017	0,011	0,113	0,074	0,031	0,002	1		275
C#CCCC1(CCC(=O)N2CCC(C(F)(F)F)C3(CCC3)C2)N=N1	Z2866904337		0	0	3	3,92	7	3	5	0	0	0	50,36	341,38	45,03	0,59	13	12	0,332	0,028	0,009	0,113	0,023	0,008	0,669	0,08	0,012	0,696	0,448	0,038	0,001	0,044	0,001	0,107	0,018	0,003	0,093	0,029	0,011	0,005	1		276
C#CCCC1(CCC(=O)NC2(C(=O)O)COc3ccccc3C2)N=N1	Z2866904340		0	2	5	1,92	7	3	7	6	1	0	50,86	341,37	100,35	0,48	4	13	0,626	0,107	0,006	0,286	0,175	0,064	0,819	0,229	0,114	0,834	0,777	0,074	0,011	0,026	0	0,065	0,044	0,066	0,136	0,07	0,016	0,006	1		277
C#CCCC1(CCC(=O)N2Cc3cccnc3C2)N=N1	Z2866904346		0	0	4	2,28	5	3	5	6	0	0	42,27	268,32	57,92	0,62	7	4	0,023	0,004	0,003	0,061	0,058	0,04	0,687	0,069	0,005	0,471	0,121	0,003	0	0,295	0,017	0,182	0,015	0,038	0,014	0,069	0,033	0,001	1		278
C#CCCC1(CCC(=O)N2CCc3ccncc32)N=N1	Z2866904347		0	0	4	2,33	5	3	5	6	0	0	42,27	268,32	57,92	0,57	7	4	0,077	0,008	0,003	0,098	0,164	0,036	0,709	0,071	0,011	0,53	0,171	0,009	0,001	0,306	0,004	0,081	0,017	0,013	0,042	0,063	0,068	0,001	1		279
C#CCCC1(CCC(=O)N2CCC(c3nnc4n3CCC4)CC2)N=N1	Z2866904355		0	0	6	2,29	7	4	6	5	0	0	55,09	340,43	75,74	0,52	11	4	0,001	0,001	0,001	0,04	0,045	0,006	0,047	0,004	0,002	0,083	0,002	0,001	0	0,294	0,622	0,061	0,009	0,098	0,001	0,047	0,056	0	1		280
C#CCCC1(CCC(=O)N2CCCC(c3nnc4n3CCC4)C2)N=N1	Z2866904357		0	0	6	2,29	7	4	6	5	0	0	55,09	340,43	75,74	0,56	11	4	0,002	0,002	0,001	0,041	0,047	0,014	0,066	0,003	0,004	0,074	0,003	0,002	0	0,31	0,63	0,087	0,009	0,086	0	0,047	0,102	0	1		281
C#CCCC1(CCC(=O)N2CCC[C@H]2Cn2cc(C3CC3)nn2)N=N1	Z2866904361		0	0	6	2,5	7	4	8	5	0	0	55,09	340,43	75,74	0,61	0	4	0,005	0,009	0,004	0,02	0,026	0,006	0,261	0,005	0,005	0,165	0,008	0,01	0	0,061	0,035	0,147	0,023	0,008	0,009	0,044	0,051	0	1		282
C#CCCC1(CCC(=O)N2CCN(c3nc(C)cc(C)n3)CC2)N=N1	Z2866904363		0	0	6	2,1	7	3	6	6	0	0	55,09	340,43	74,05	0,54	7	13	0,168	0,012	0,003	0,098	0,075	0,003	0,293	0,151	0,009	0,167	0,053	0,012	0,001	0,07	0,364	0,047	0,02	0,016	0,004	0,043	0,024	0,078	1		283
C#CCCC1(CCC(=O)NC2CCCN(c3ccc(C)nn3)C2)N=N1	Z2866904369		0	1	6	2,23	7	3	7	6	0	0	55,09	340,43	82,84	0,65	9	4	0,025	0,019	0,017	0,091	0,04	0,003	0,376	0,007	0,032	0,148	0,012	0,012	0,003	0,128	0,346	0,013	0,012	0,005	0,005	0,035	0,133	0,017	1		284
C#CCCC1(CCC(=O)N(C)C2CCCN(c3cccnn3)C2)N=N1	Z2866904371		0	0	6	2,26	7	3	7	6	0	0	55,09	340,43	74,05	0,45	1	4	0,033	0,022	0,009	0,079	0,063	0,005	0,335	0,017	0,016	0,259	0,018	0,007	0	0,205	0,672	0,032	0,014	0,003	0,017	0,035	0,1	0,002	1		285
C#CCCC1(CCC(=O)NCc2cc(C)nc(N3CCCC3)n2)N=N1	Z2866904373		0	1	6	2,36	7	3	8	6	0	0	55,09	340,43	82,84	0,53	6	4	0,069	0,008	0,005	0,062	0,051	0,009	0,369	0,072	0,025	0,112	0,017	0,006	0,001	0,032	0,787	0,027	0,02	0,003	0,002	0,04	0,038	0,003	1		286
C#CCCC1(CCC(=O)N2CCC(Oc3cc(C)ccn3)CC2)N=N1	Z2866904377		0	0	5	3,12	6	3	7	6	0	0	55,45	340,43	67,15	0,53	11	9	0,231	0,023	0,024	0,142	0,146	0,011	0,663	0,256	0,026	0,59	0,177	0,096	0,001	0,117	0,012	0,036	0,019	0,013	0,002	0,046	0,039	0,003	1		287
