smiles	catalog_id	fid	hasTertiaryAmine	nHBD	nHBA	cLogP	nHeteroAtoms	RingCount	nRotatableBonds	nAromaticBonds	nAcidicGroup	nBasicGroup	AtomicPolarizability	MolWt	TPSA	MaxTrainSimilarity	FpClusterId	PhysChemClusterId	Prom-0	Prom-1	Prom-2	Prom-0-0	Prom-1-0	Prom-2-0	Prom-0-1	Prom-1-1	Prom-2-1	Prom-0-2	Prom-1-2	Prom-2-2	Sign-0	Sign-1	Sign-2	Sign-3	Sign-4	Sign-5	Sign-6	Sign-7	Sign-8	Sign-9	smiles_valid	smiles_error	excel_row
C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)N=N1	Z4286396849		0	0	6	2,06	8	4	6	6	0	0	57,48	382,42	83,8	0,51	7	7	0,041	0,003	0,003	0,088	0,076	0,028	0,477	0,031	0,003	0,608	0,197	0,003	0	0,038	0	0,08	0,033	0,024	0,01	0,082	0,028	0,002	1		3144
C#CCCC1(CCC(=O)N(C)Cc2nc3ccccc3[nH]2)N=N1	Z4286398313		0	1	4	2,88	6	3	7	10	0	0	48,89	309,37	73,71	0,59	1	6	0,778	0,247	0,011	0,637	0,403	0,043	0,875	0,832	0,076	0,915	0,885	0,118	0	0,157	0,004	0,077	0,078	0,014	0,115	0,079	0,017	0,005	1		3145
C#CCCC1(CCC(=O)N2CCCC2c2nnc3n2CCCCC3)N=N1	Z4286424367		0	0	6	3,02	7	4	6	5	0	0	58,18	354,46	75,74	0,54	0	2	0,004	0,002	0,001	0,059	0,06	0,024	0,076	0,014	0,004	0,229	0,011	0,004	0	0,182	0,498	0,082	0,01	0,073	0,002	0,045	0,048	0	1		3146
C#CCCC1(CCC(=O)Nc2ccc(F)c(-c3nnc4n3CCCCC4)c2)N=N1	Z4286427233		0	1	6	4,1	8	4	7	11	0	0	60,26	394,45	84,53	0,5	10	1	0,247	0,016	0,029	0,566	0,559	0,049	0,86	0,21	0,04	0,88	0,524	0,081	0,015	0,278	0,015	0,014	0,016	0,001	0,005	0,071	0,113	0,006	1		3147
C#CCCC1(CCC(=O)N2CCN(C(=O)c3cccc(OC)c3)CC2)N=N1	Z4286522481		0	0	5	2,34	7	3	7	6	0	0	58,01	368,44	74,57	0,67	7	4	0,169	0,008	0,006	0,091	0,136	0,014	0,255	0,069	0,004	0,282	0,237	0,015	0	0,054	0,011	0,091	0,015	0,007	0,006	0,076	0,015	0,012	1		3148
C#CCCC1(CCC(=O)NCCCN(C)C2CCCCC2)N=N1	Z4286527651		1	1	4	3,11	5	2	10	0	0	1	56,89	318,47	57,06	0,51	6	12	0,063	0,031	0,013	0,072	0,028	0,014	0,73	0,041	0,024	0,053	0,125	0,02	0,005	0,002	0,959	0,028	0,013	0,006	0,174	0,043	0,012	0,003	1		3149
C#CCCC1(CCC(=O)N2CCN(C(=O)c3cccc4ccccc34)CC2)N=N1	Z4286530865		0	0	4	3,48	6	4	6	11	0	0	62,49	388,47	65,34	0,59	7	1	0,47	0,1	0,01	0,601	0,37	0,043	0,773	0,383	0,117	0,764	0,66	0,119	0	0,235	0,001	0,123	0,02	0,008	0,004	0,055	0,021	0,18	1		3150
C#CCCC1(CCC(=O)N2CCCCC2CNC(=O)Nc2ccccc2)N=N1	Z4286554311		0	2	4	3,54	7	3	8	6	0	0	62,07	381,48	86,16	0,52	0	2	0,476	0,024	0,026	0,366	0,175	0,077	0,869	0,301	0,16	0,778	0,426	0,039	0,007	0,032	0,049	0,166	0,01	0,001	0,061	0,045	0,083	0,004	1		3151
C#CCCC1(CCNC(=O)C23COCC2CS(=O)(=O)C3)N=N1	Z4286591172		0	1	6	0,13	8	3	6	0	0	0	46,72	325,39	97,19	0,49	3	11	0,01	0,001	0,003	0,008	0,002	0,003	0,051	0,002	0,001	0,029	0,011	0,003	0	0,012	0,026	0,24	0,008	0,031	0,003	0,031	0,017	0,008	1		3152
C#CCCC1(CCNC(=O)c2ncc3cc(Cl)c(F)cc3n2)N=N1	Z4286591189		0	1	5	3,12	8	3	6	11	0	0	45,87	345,77	79,6	0,52	5	6	0,918	0,484	0,032	0,96	0,574	0,028	0,969	0,915	0,148	0,951	0,967	0,155	0,019	0,059	0,003	0,01	0,061	0,001	0,009	0,064	0,053	0,09	1		3153
C#CCCC1(CCNC(=O)C(O)C2CCS(=O)(=O)CC2)N=N1	Z4286591259		0	2	6	0,25	8	2	7	0	0	0	48,05	327,41	108,19	0,54	3	11	0,009	0,003	0,003	0,024	0,013	0,005	0,051	0,004	0,001	0,144	0,02	0,008	0,008	0,056	0,001	0,077	0,018	0,028	0,024	0,045	0,022	0,03	1		3154
C#CCCC1(CCNC(=O)c2c(NC(C)=O)sc(C)c2C)N=N1	Z4286591280		0	2	5	3,02	7	2	7	5	0	0	50,4	332,43	82,92	0,53	5	4	0,028	0,001	0,002	0,165	0,028	0,013	0,503	0,014	0,007	0,626	0,125	0,002	0,001	0,031	0,001	0,046	0,016	0,006	0,009	0,056	0,008	0,219	1		3155
C#CCCC1(CCNC(=O)c2cn(CCO)c(=O)[nH]c2=O)N=N1	Z4286591330		0	3	7	-0,78	9	2	8	6	0	0	44,68	319,32	128,91	0,5	5	3	0,001	0,002	0,003	0,009	0,02	0,015	0,002	0,002	0,004	0,001	0,001	0,002	0,001	0,22	0,001	0,138	0,077	0,189	0,001	0,056	0,041	0,001	1		3156
C#CCCC1(CCNC(=O)c2cnoc2-c2ccc(C)s2)N=N1	Z4286591335		0	1	6	3,41	7	3	7	10	0	0	47,73	328,4	79,85	0,54	5	1	0,282	0,048	0,111	0,56	0,15	0,128	0,709	0,089	0,103	0,68	0,454	0,172	0,062	0,112	0,001	0,009	0,014	0,001	0,002	0,064	0,01	0,03	1		3157
C#CCCC1(CCNC(=O)c2cccc3[nH]c(COC)nc23)N=N1	Z4286591399		0	2	5	2,4	7	3	8	10	0	0	49,69	325,37	91,73	0,56	5	6	0,727	0,139	0,005	0,612	0,361	0,024	0,776	0,73	0,04	0,865	0,851	0,108	0,009	0,038	0,007	0,078	0,054	0,006	0,004	0,071	0,019	0,001	1		3158
C#CCCC1(CCNC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)N=N1	Z4286591459		0	2	6	0,77	8	3	7	11	0	0	49,16	339,36	108,68	0,53	8	10	0,015	0,014	0,005	0,063	0,038	0,011	0,039	0,038	0,011	0,044	0,032	0,025	0,001	0,752	0,002	0,057	0,039	0,628	0,002	0,031	0,318	0,018	1		3159
C#CCCC1(CCNC(=O)c2c(C)oc3ncn(CC)c(=O)c23)N=N1	Z4286591493		0	1	7	2,01	8	3	7	10	0	0	50,5	341,37	101,85	0,48	5	6	0,007	0,001	0,002	0,198	0,098	0,033	0,075	0,077	0,006	0,077	0,031	0,005	0	0,353	0,006	0,034	0,039	0,058	0	0,055	0,064	0,001	1		3160
C#CCCC1(CCNC(=O)c2cc(=O)[nH]c(C3CCOCC3)n2)N=N1	Z4286591505		0	2	6	1,36	8	3	7	6	0	0	51,83	343,39	108,8	0,51	5	3	0,05	0,036	0,025	0,043	0,043	0,037	0,075	0,057	0,066	0,063	0,018	0,027	0,003	0,103	0,008	0,042	0,023	0,087	0,001	0,051	0,047	0,004	1		3161
C#CCCC1(CCNC(=O)C(N2CCOCC2)C23CC4CC(CC(C4)C2)C3)N=N1	Z4286591591		1	1	5	2,99	6	6	8	0	0	1	69,15	398,55	66,29	0,52	3	12	0,289	0,174	0,003	0,312	0,128	0,022	0,69	0,518	0,008	0,689	0,368	0,271	0,011	0,004	0,682	0,118	0,019	0,025	0,009	0,04	0,019	0,074	1		3162
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)N(c2ccc(F)cc2)C3=O)N=N1	Z4286591601		0	1	5	3,32	8	4	7	12	0	0	57,42	404,4	91,2	0,54	12	8	0,056	0,051	0,005	0,823	0,102	0,052	0,869	0,058	0,032	0,822	0,802	0,021	0,002	0,019	0,003	0,011	0,03	0,008	0,008	0,035	0,051	0,004	1		3163
C#CCCC1(CCNC(=O)Cn2nc(C)c3c(-c4cnn(C)c4)ccnc32)N=N1	Z4286591623		0	1	8	2,22	9	4	8	15	0	0	59,47	390,45	102,35	0,48	8	8	0,537	0,013	0,003	0,699	0,508	0,01	0,788	0,408	0,017	0,843	0,646	0,018	0,001	0,416	0,001	0,02	0,05	0,007	0,001	0,093	0,022	0,052	1		3164
C#CCCC1(CCNC(=O)C2CC(N3CC(O)C3)C2)N=N1	Z4286591739		1	2	5	0,52	6	3	7	0	0	1	47,07	290,37	77,29	0,6	3	11	0,024	0,03	0,017	0,028	0,023	0,01	0,392	0,026	0,012	0,037	0,012	0,043	0,016	0,005	0,252	0,021	0,018	0,017	0,021	0,034	0,03	0,32	1		3165
C#CCCC1(CCNC(=O)C2CC(C)c3nc(C)cn3C2)N=N1	Z4286591749		0	1	5	2,4	6	3	6	5	0	0	51,56	313,41	71,64	0,5	3	4	0,085	0,016	0,002	0,079	0,021	0,002	0,333	0,006	0,008	0,312	0,046	0,017	0	0,055	0,071	0,097	0,011	0,047	0,001	0,074	0,023	0,024	1		3166
C#CCCC1(CCC(=O)Nc2ccc(Cn3cncn3)cc2)N=N1	Z4286649962		0	1	6	2,62	7	3	8	11	0	0	49,32	322,37	84,53	0,66	10	6	0,025	0,015	0,028	0,092	0,195	0,082	0,341	0,125	0,033	0,32	0,155	0,026	0,001	0,015	0,001	0,036	0,064	0,002	0,003	0,077	0,099	0,001	1		3167
C#CCCC1(CCC(=O)NCc2cccc(Cn3ccnc3C)c2)N=N1	Z4286664964		0	1	5	3,21	6	3	9	11	0	0	56,84	349,44	71,64	0,53	6	1	0,139	0,064	0,034	0,302	0,328	0,089	0,796	0,214	0,064	0,791	0,432	0,089	0,004	0,03	0,002	0,235	0,033	0,003	0,001	0,093	0,013	0,001	1		3168
C#CCCC1(CCC(=O)Nc2ccc(NC(=O)C3CCCO3)cc2)N=N1	Z4286665698		0	2	5	3,1	7	3	8	6	0	0	54,92	354,41	92,15	0,59	10	2	0,147	0,011	0,018	0,315	0,155	0,034	0,602	0,243	0,07	0,487	0,128	0,113	0,109	0,018	0,002	0,094	0,024	0,007	0,046	0,068	0,038	0,004	1		3169
C#CCCC1(CCC(=O)Nc2ccccc2C(=O)N2CCN(C)CC2)N=N1	Z4286679847		1	1	5	2,37	7	3	7	6	0	1	58,97	367,45	77,37	0,66	2	4	0,066	0,005	0,007	0,052	0,114	0,026	0,102	0,065	0,027	0,071	0,053	0,011	0	0,016	0,945	0,084	0,01	0,016	0,002	0,068	0,011	0,003	1		3170
C#CCCC1(CCC(=O)Nc2cccc(NC(=O)c3ccncc3)c2)N=N1	Z4286680051		0	2	5	3,63	7	3	8	12	0	0	54,97	361,41	95,81	0,6	10	1	0,088	0,02	0,01	0,299	0,22	0,048	0,519	0,105	0,033	0,459	0,067	0,058	0,021	0,053	0	0,024	0,025	0,015	0,011	0,072	0,011	0,065	1		3171
C#CCCC1(CCC(=O)NCc2ccccc2Cn2cncn2)N=N1	Z4286688187		0	1	6	2,3	7	3	9	11	0	0	52,42	336,4	84,53	0,59	6	6	0,041	0,024	0,036	0,054	0,172	0,135	0,28	0,174	0,038	0,34	0,265	0,024	0,001	0,006	0,001	0,088	0,096	0,016	0,001	0,064	0,043	0,001	1		3172
C#CCCC1(CCC(=O)NCCCN2CCN(C)CC2c2ccccc2)N=N1	Z4286691052		1	1	5	2,84	6	3	10	6	0	2	65,69	381,52	60,3	0,49	6	2	0,053	0,007	0,011	0,248	0,037	0,012	0,87	0,065	0,03	0,358	0,396	0,005	0,001	0,004	0,972	0,1	0,009	0,001	0,016	0,048	0,028	0,006	1		3173
C#CCCC1(CCC(=O)N2CCN(S(=O)(=O)N3CCN(C)CC3)CC2)N=N1	Z4286691478		1	0	6	-0,02	10	3	7	0	0	1	60,5	396,52	88,89	0,62	13	11	0,037	0,002	0,005	0,03	0,017	0,013	0,075	0,061	0,002	0,019	0,067	0,005	0,002	0,037	0,442	0,172	0,025	0,015	0,013	0,052	0,044	0,003	1		3174
C#CCCC1(CCC(=O)Nc2cccc(-c3nncn3CC)c2)N=N1	Z4286693680		0	1	6	3,26	7	3	8	11	0	0	52,42	336,4	84,53	0,54	10	1	0,147	0,009	0,04	0,634	0,519	0,022	0,732	0,322	0,034	0,868	0,444	0,103	0	0,101	0,001	0,011	0,03	0,001	0,015	0,072	0,085	0,004	1		3175
C#CCCC1(CCC(=O)Nc2cnc(-c3ccccc3)nc2)N=N1	Z4286697955		0	1	5	3,44	6	3	7	12	0	0	49,32	319,37	79,6	0,63	10	1	0,41	0,134	0,038	0,74	0,484	0,109	0,888	0,599	0,164	0,903	0,547	0,172	0,006	0,094	0,001	0,006	0,032	0,004	0,008	0,083	0,006	0,03	1		3176
C#CCCC1(CCC(=O)Nc2cc(OC)c(OC)cc2C(=O)N(C)C)N=N1	Z4286702982		0	1	6	2,7	8	2	9	6	0	0	57,05	372,43	92,59	0,54	2	7	0,091	0,008	0,01	0,122	0,124	0,019	0,41	0,024	0,006	0,415	0,575	0,01	0	0,003	0,03	0,017	0,034	0,005	0,071	0,079	0,005	0,015	1		3177
C#CCCC1(CCC(=O)NCCNC(=O)COc2ccccc2)N=N1	Z4286714975		0	2	5	1,65	7	2	11	6	0	0	53,16	342,4	92,15	0,61	6	7	0,186	0,021	0,01	0,085	0,033	0,027	0,431	0,121	0,029	0,407	0,543	0,094	0,002	0,007	0	0,187	0,032	0,018	0,419	0,062	0,012	0,009	1		3178
C#CCCC1(CCC(=O)NCc2cccc(NC(=O)c3cccnc3)c2)N=N1	Z4286737493		0	2	5	3,31	7	3	9	12	0	0	58,07	375,43	95,81	0,53	6	8	0,164	0,036	0,01	0,225	0,171	0,092	0,567	0,112	0,059	0,44	0,185	0,059	0,117	0,033	0,001	0,131	0,034	0,008	0,003	0,087	0,009	0,013	1		3179
C#CCCC1(CCC(=O)NCc2ccc(C(=O)N3CCCCCC3)cc2)N=N1	Z4286741624		0	1	4	3,67	6	3	8	6	0	0	63,39	380,49	74,13	0,6	6	2	0,012	0,002	0,02	0,097	0,075	0,041	0,574	0,021	0,032	0,444	0,092	0,004	0,001	0,07	0,183	0,158	0,011	0,005	0,005	0,061	0,017	0	1		3180
C#CCCC1(CCC(=O)NCC(C(C)C)N2CCC(C)CC2)N=N1	Z4286743646		1	1	4	3,21	5	2	9	0	0	1	59,98	332,49	57,06	0,51	9	12	0,104	0,034	0,034	0,166	0,112	0,007	0,89	0,091	0,123	0,413	0,096	0,092	0,146	0,015	0,954	0,024	0,012	0,003	0,005	0,048	0,018	0,054	1		3181
C#CCCC1(CCC(=O)NCc2cccnc2Oc2cccc(F)c2)N=N1	Z4286763464		0	1	5	3,98	7	3	9	12	0	0	54,43	366,4	75,94	0,59	6	1	0,907	0,305	0,048	0,737	0,555	0,182	0,889	0,824	0,084	0,92	0,927	0,201	0,009	0,033	0,001	0,032	0,039	0,054	0,002	0,079	0,006	0,015	1		3182
C#CCCC1(CCC(=O)Nc2ccc(OC)c(N3CCCCC3=O)c2)N=N1	Z4286764530		0	1	5	3,51	7	3	8	6	0	0	58,01	368,44	83,36	0,54	10	2	0,181	0,004	0,016	0,177	0,318	0,03	0,66	0,05	0,034	0,51	0,2	0,011	0,002	0,078	0,008	0,016	0,014	0,008	0,005	0,074	0,018	0,002	1		3183
C#CCCC1(CCC(=O)Nc2cccc(Cn3nc4ccccn4c3=O)c2)N=N1	Z4286765212		0	1	7	2,84	8	4	8	16	0	0	58,5	388,43	93,12	0,49	10	8	0,156	0,127	0,018	0,501	0,339	0,052	0,785	0,18	0,218	0,652	0,449	0,087	0,017	0,335	0	0,023	0,061	0,01	0,004	0,069	0,034	0,039	1		3184
C#CCCC1(CCC(=O)NC(C)c2cccc(NC(=O)c3ccccc3)c2)N=N1	Z4286769268		0	2	4	4,47	6	3	9	12	0	0	62,49	388,47	82,92	0,56	4	1	0,522	0,158	0,055	0,52	0,317	0,169	0,801	0,432	0,192	0,803	0,666	0,297	0,12	0,011	0,001	0,031	0,016	0,007	0,064	0,064	0,006	0,093	1		3185
C#CCCC1(CCC(=O)N(Cc2nccn2C(F)F)C2CC2)N=N1	Z4286791887		0	0	5	3,12	8	3	9	5	0	0	48,25	335,36	62,85	0,44	1	4	0,108	0,036	0,012	0,296	0,078	0,069	0,538	0,155	0,02	0,544	0,349	0,09	0,003	0,043	0,006	0,28	0,084	0,001	0,016	0,066	0,015	0,007	1		3186
C#CCCC1(CCC(=O)Nc2ccc(Oc3cnccn3)cc2C)N=N1	Z4286797754		0	1	6	3,87	7	3	8	12	0	0	53,21	349,39	88,83	0,51	2	1	0,81	0,245	0,033	0,793	0,59	0,14	0,876	0,673	0,116	0,891	0,789	0,212	0,008	0,082	0	0,009	0,052	0,012	0,011	0,091	0,023	0,009	1		3187
C#CCCC1(CCC(=O)N(C)Cc2cnn(-c3ccccc3)n2)N=N1	Z4286798551		0	0	6	2,58	7	3	8	11	0	0	52,42	336,4	75,74	0,55	1	6	0,683	0,19	0,045	0,673	0,455	0,036	0,818	0,587	0,105	0,912	0,787	0,077	0	0,24	0,002	0,018	0,021	0,005	0,138	0,055	0,035	0,023	1		3188
C#CCCC1(CCC(=O)NCc2ccc(C(=O)N3CCN(C)CC3)cc2)N=N1	Z4286817880		1	1	5	2,05	7	3	8	6	0	1	62,07	381,48	77,37	0,65	6	7	0,005	0,001	0,01	0,027	0,026	0,014	0,136	0,009	0,005	0,039	0,02	0,002	0	0,014	0,852	0,184	0,014	0,002	0,001	0,08	0,022	0,001	1		3189
C#CCCC1(CCC(=O)NCc2cccc(OCc3ccccn3)c2)N=N1	Z4286818940		0	1	5	3,63	6	3	10	12	0	0	57,63	362,43	75,94	0,56	6	1	0,915	0,382	0,088	0,858	0,587	0,195	0,962	0,868	0,181	0,968	0,968	0,423	0,031	0,022	0	0,079	0,049	0,014	0,113	0,09	0,006	0,016	1		3190
C#CCCC1(CCC(=O)Nc2cc(NC(=O)C3CC3)ccc2C)N=N1	Z4286819880		0	2	4	3,64	6	3	8	6	0	0	54,11	338,41	82,92	0,54	10	9	0,202	0,029	0,036	0,227	0,116	0,028	0,511	0,165	0,085	0,294	0,148	0,151	0,129	0,008	0,001	0,016	0,024	0,004	0,025	0,055	0,024	0,015	1		3191
C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3nc(C)cs3)CC2)N=N1	Z4286843967		0	0	6	2,02	8	3	7	5	0	0	57,02	373,48	78,23	0,58	7	7	0,155	0,002	0,001	0,15	0,027	0,002	0,125	0,099	0,001	0,205	0,132	0,017	0	0,054	0	0,17	0,025	0,007	0,008	0,065	0,026	0,026	1		3192
C#CCCC1(CCC(=O)NCCCN2CC(C)CC(C)C2)N=N1	Z4286844599		1	1	4	2,83	5	2	9	0	0	1	56,89	318,47	57,06	0,57	6	0	0,014	0,007	0,007	0,048	0,014	0,003	0,706	0,008	0,017	0,065	0,044	0,011	0,001	0,005	0,94	0,025	0,01	0,001	0,009	0,043	0,027	0,093	1		3193
C#CCCC1(CCC(=O)Nc2cccc(-c3nc(C)cc(=O)[nH]3)c2)N=N1	Z4286851375		0	2	5	3,04	7	3	7	12	0	0	53,21	349,39	99,57	0,53	10	8	0,408	0,129	0,072	0,529	0,386	0,093	0,469	0,412	0,114	0,633	0,262	0,111	0,031	0,366	0	0,007	0,061	0,135	0,004	0,057	0,015	0,036	1		3194
C#CCCC1(CCC(=O)NC(C)c2ccc(NC(=O)NC3CC3)cc2)N=N1	Z4286854093		0	3	4	3,5	7	3	9	6	0	0	58,97	367,45	94,95	0,57	4	2	0,114	0,006	0,037	0,157	0,043	0,016	0,795	0,069	0,071	0,509	0,12	0,023	0,128	0,069	0,03	0,219	0,013	0	0,07	0,064	0,047	0,042	1		3195
C#CCCC1(CCC(=O)Nc2cccc(-c3n[nH]c4c3CCC4)c2)N=N1	Z4286856966		0	2	4	3,86	6	4	7	11	0	0	55,5	347,42	82,5	0,54	10	1	0,821	0,387	0,249	0,815	0,748	0,376	0,948	0,786	0,464	0,925	0,886	0,569	0,632	0,265	0,001	0,009	0,026	0,017	0,048	0,06	0,044	0,201	1		3196
C#CCCC1(CCC(=O)Nc2cccc(C(=O)NCc3ccccn3)c2)N=N1	Z4286861773		0	2	5	3,31	7	3	9	12	0	0	58,07	375,43	95,81	0,56	10	8	0,26	0,042	0,01	0,369	0,181	0,088	0,653	0,208	0,058	0,659	0,201	0,094	0,027	0,021	0	0,046	0,026	0,019	0,025	0,069	0,013	0,012	1		3197
C#CCCC1(CCC(=O)Nc2ccc(-n3ccnc3C)nc2)N=N1	Z4286867737		0	1	6	2,87	7	3	7	11	0	0	49,32	322,37	84,53	0,61	10	6	0,021	0,006	0,004	0,398	0,29	0,039	0,742	0,113	0,006	0,812	0,047	0,014	0	0,163	0	0,02	0,018	0,003	0,005	0,063	0,015	0,023	1		3198
C#CCCC1(CCC(=O)NCc2ccc(N3CCN(CC)CC3)nc2)N=N1	Z4286884475		1	1	6	2,2	7	3	9	6	0	1	61,27	368,49	73,19	0,53	6	7	0,01	0,002	0,009	0,062	0,07	0,013	0,212	0,029	0,012	0,059	0,01	0,002	0	0,045	0,989	0,129	0,019	0,001	0,001	0,059	0,051	0,007	1		3199
C#CCCC1(CCC(=O)N2CCN(CC(=O)N3CCc4ccccc43)CC2)N=N1	Z4286900316		1	0	5	2,08	7	4	7	6	0	1	63,83	393,49	68,58	0,57	7	7	0,214	0,014	0,01	0,305	0,285	0,031	0,302	0,171	0,075	0,462	0,311	0,006	0	0,067	0,107	0,198	0,012	0,02	0,002	0,064	0,017	0,004	1		3200
C#CCCC1(CCC(=O)Nc2cccc(-c3nc(CC)cc(=O)[nH]3)c2)N=N1	Z4286914771		0	2	5	3,29	7	3	8	12	0	0	56,31	363,42	99,57	0,52	10	8	0,529	0,111	0,093	0,556	0,44	0,069	0,555	0,485	0,11	0,67	0,346	0,179	0,016	0,301	0	0,006	0,068	0,032	0,006	0,059	0,024	0,017	1		3201
C#CCCC1(CCC(=O)Nc2ccc(-c3n[nH]c4c3CCC4)cc2)N=N1	Z4286921144		0	2	4	3,86	6	4	7	11	0	0	55,5	347,42	82,5	0,54	10	1	0,7	0,264	0,203	0,75	0,698	0,318	0,934	0,683	0,31	0,896	0,805	0,47	0,537	0,23	0,001	0,008	0,028	0,014	0,056	0,061	0,041	0,158	1		3202
C#CCCC1(CCC(=O)Nc2ccccc2NC(=O)N2CCCC2)N=N1	Z4286926266		0	2	4	3,61	7	3	7	6	0	0	55,88	353,43	86,16	0,56	2	2	0,202	0,004	0,011	0,275	0,173	0,09	0,788	0,162	0,121	0,535	0,124	0,013	0,004	0,068	0,437	0,107	0,011	0,002	0,01	0,053	0,046	0,001	1		3203
C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)N=N1	Z4286927024		0	0	4	2,91	7	3	7	6	0	0	58,72	386,88	65,34	0,56	7	2	0,138	0,021	0,024	0,12	0,11	0,007	0,172	0,092	0,017	0,195	0,289	0,026	0	0,01	0	0,106	0,013	0,005	0,009	0,085	0,02	0,142	1		3204
C#CCCC1(CCC(=O)Nc2ccc(Cn3ccccc3=O)cc2)N=N1	Z4286962357		0	1	5	3,19	6	3	8	12	0	0	54,54	348,41	75,82	0,54	10	1	0,028	0,038	0,031	0,119	0,159	0,039	0,273	0,027	0,064	0,187	0,061	0,046	0,006	0,117	0,001	0,036	0,025	0,057	0,008	0,088	0,009	0,02	1		3205
C#CCCC1(CCC(=O)N2CCN(C(=O)N(C)Cc3ccccc3)CC2)N=N1	Z4286962550		0	0	4	2,74	7	3	7	6	0	0	62,07	381,48	68,58	0,59	7	2	0,157	0,015	0,019	0,208	0,062	0,031	0,579	0,079	0,04	0,499	0,344	0,006	0	0,027	0,173	0,266	0,014	0,001	0,014	0,069	0,011	0,009	1		3206
C#CCCC1(CCC(=O)Nc2cccc(OCCn3cccn3)c2)N=N1	Z4286963482		0	1	6	3,26	7	3	10	11	0	0	54,55	351,41	80,87	0,62	10	8	0,486	0,065	0,03	0,514	0,398	0,016	0,707	0,24	0,046	0,723	0,66	0,209	0,001	0,048	0	0,065	0,039	0,002	0,135	0,086	0,101	0,033	1		3207
C#CCCC1(CCC(=O)NCc2ccnc(Oc3ccc(OC)cc3)c2)N=N1	Z4286966112		0	1	6	3,85	7	3	10	12	0	0	58,44	378,43	85,17	0,6	6	1	0,837	0,167	0,018	0,739	0,519	0,121	0,927	0,662	0,02	0,947	0,955	0,087	0,001	0,039	0	0,014	0,042	0,011	0,035	0,09	0,012	0,011	1		3208
C#CCCC1(CCC(=O)Nc2cccc(OCCn3cncn3)c2)N=N1	Z4286970515		0	1	7	2,65	8	3	10	11	0	0	53,22	352,4	93,76	0,61	10	8	0,189	0,021	0,029	0,297	0,247	0,03	0,402	0,228	0,028	0,363	0,453	0,047	0	0,035	0	0,055	0,105	0,005	0,037	0,085	0,243	0,002	1		3209
C#CCCC1(CCC(=O)NCc2ccc(Oc3ccccc3OCC)nc2)N=N1	Z4286989304	PC-V040-F	0	1	6	4,24	7	3	11	12	0	0	61,53	392,46	85,17	0,5	6	5	0,847	0,133	0,023	0,696	0,478	0,106	0,928	0,729	0,081	0,964	0,949	0,185	0,001	0,006	0,001	0,017	0,055	0,016	0,193	0,093	0,007	0,01	1		3210
C#CCCC1(CCC(=O)Nc2ccc(Cn3cccn3)cc2)N=N1	Z4286993252		0	1	5	3,23	6	3	8	11	0	0	50,65	321,38	71,64	0,55	10	1	0,049	0,046	0,048	0,171	0,258	0,051	0,656	0,068	0,063	0,534	0,156	0,134	0,018	0,048	0,001	0,047	0,016	0,001	0,036	0,068	0,04	0,048	1		3211
C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccc(C)c(OC)c3)CC2)N=N1	Z4286995690		0	0	5	2,64	7	3	7	6	0	0	61,1	382,46	74,57	0,63	7	2	0,22	0,015	0,01	0,152	0,16	0,017	0,354	0,077	0,005	0,42	0,357	0,03	0	0,017	0,008	0,046	0,017	0,008	0,01	0,074	0,017	0,031	1		3212
C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)N=N1	Z4287014862		0	1	4	2,74	7	4	7	10	0	0	62,49	391,48	81,13	0,57	7	8	0,382	0,073	0,003	0,276	0,329	0,017	0,476	0,331	0,041	0,563	0,467	0,032	0	0,295	0,001	0,232	0,063	0,018	0,005	0,074	0,018	0,062	1		3213
C#CCCC1(CCC(=O)N2CCCC(C(=O)Nc3ccc(C)cn3)C2)N=N1	Z4287016933		0	1	5	2,92	7	3	7	6	0	0	58,97	367,45	87,02	0,5	11	2	0,035	0,006	0,006	0,202	0,084	0,009	0,441	0,017	0,013	0,314	0,006	0,01	0,001	0,131	0,001	0,076	0,019	0,005	0,001	0,047	0,064	0,001	1		3214
C#CCCC1(CCC(=O)NCCNc2ncnc3sccc23)N=N1	Z4287018527		0	2	7	2,58	8	3	9	10	0	0	50,46	342,43	91,63	0,52	6	6	0,138	0,007	0,002	0,597	0,179	0,01	0,408	0,342	0,016	0,553	0,335	0,026	0,001	0,273	0,006	0,009	0,05	0,003	0,01	0,045	0,146	0,052	1		3215
C#CCCC1(CCC(=O)Nc2ncc(Cc3ccc(OC)cc3)s2)N=N1	Z4287030564		0	1	6	4,04	7	3	9	11	0	0	55,68	368,46	75,94	0,46	2	1	0,757	0,106	0,053	0,82	0,463	0,067	0,929	0,465	0,112	0,922	0,918	0,364	0,07	0,019	0	0,009	0,066	0,001	0,011	0,095	0,019	0,013	1		3216
