smiles	catalog_id	found_in_enaminestore
C#CCCC1(CCC(=O)NCC(=O)N[C@@H](C(=O)OC)c2ccc(O)cc2)N=N1	Z4912381232	yes
C#CCCC1(CCC(=O)Nc2cnc(NC(=O)c3cccc(O)c3)c(C)c2)N=N1	Z4912381753	yes
C#CCCC1(CCC(=O)NCCn2c(=O)[nH]c3ccccc3c2=O)N=N1	Z4912381842	yes
C#CCCC1(CCC(=O)N2CC(Cn3cc(C(=O)OC)nn3)C2)N=N1	Z4912381983	yes
C#CCCC1(CCC(=O)NCC2CN(C(=O)OC(C)(C)C)C3CCCCC23)N=N1	Z4912382216	yes
C#CCCC1(CCC(=O)NCc2nn(C)cc2S(N)(=O)=O)N=N1	Z4912382541	yes
C#CCCC1(CCC(=O)NCCn2c(=O)[nH]c3cccnc32)N=N1	Z4912383003	yes
C#CCCC1(CCC(=O)N2CC(n3cc(C(=O)OCC)c(C(F)(F)F)n3)C2)N=N1	Z4912384281	yes
C#CCCC1(CCC(=O)NCC2CCCC3(CN(C(=O)OC(C)(C)C)C3)O2)N=N1	Z4912385607	yes
C#CCCC1(CCC(=O)NC2CN(S(=O)(=O)c3cnn(C)c3)C2)N=N1	Z4912386275	yes
C#CCCC1(CCC(=O)NC2CN(C(=O)OC(C)(C)C)CCC2c2ccc(C(F)(F)F)cc2)N=N1	Z4912387084	yes
C#CCCC1(CCC(=O)N2CCC3(CC2)CN(CC(=O)OC(C)(C)C)C(=O)O3)N=N1	Z4912387328	yes
C#CCCC1(CCC(=O)NCC2(C3CCC3)CCN(C(=O)OC(C)(C)C)CC2)N=N1	Z4912388132	yes
C#CCCC1(CCC(=O)N2CC(c3nc4c(cnn4C)c(=O)[nH]3)C2)N=N1	Z4912388528	yes
C#CCCC1(CCC(=O)N2CC(c3nnc4n3CCOC4)C2)N=N1	Z4912389388	yes
C#CCCC1(CCC(=O)NCC2(c3ccncc3)CN(C(=O)OC(C)(C)C)C2)N=N1	Z4912389450	yes
C#CCCC1(CCC(=O)N2CCCC3C2C2CCC3N2C(=O)OC(C)(C)C)N=N1	Z4912390343	yes
C#CCCC1(CCC(=O)Nc2ncccc2N2CCN(C(=O)OC(C)(C)C)CC2)N=N1	Z4912390359	yes
C#CCCC1(CCC(=O)N2CCCCC2CC[C@H]2CCCN2C(=O)OC(C)(C)C)N=N1	Z4912390755	yes
C#CCCC1(CCC(=O)Nc2cc(C(N)=O)cc3cccnc23)N=N1	Z4912391934	yes
C#CCCC1(CCC(=O)N(C)C2(C3CCCCN3C(=O)OC(C)(C)C)CC2)N=N1	Z4912392037	yes
C#CCCC1(CCC(=O)N2CCC(NC(=O)OC(C)(C)C)CC2c2ccccc2OC)N=N1	Z4912392167	yes
C#CCCC1(CCC(=O)Nc2cncc(N3CCN(C(=O)OC(C)(C)C)CC3)c2)N=N1	Z4912392320	yes
C#CCCC1(CCC(=O)NCC23CCCC(CN(C(=O)OC(C)(C)C)C2)C3)N=N1	Z4912392512	yes
C#CCCC1(CCC(=O)Nc2ccc(NC(=O)c3cnc4cc(OC)ccn34)c(C)c2)N=N1	Z4912392547	yes
C#CCCC1(CCC(=O)N2CCCCC2C2CCCCN2C(=O)OC(C)(C)C)N=N1	Z4912392588	yes
C#CCCC1(CCC(=O)Nc2nc(C3(C(=O)OC)CC3)cs2)N=N1	Z4912393389	yes
C#CCCC1(CCC(=O)Nc2ccc(C3CN(C(=O)OC(C)(C)C)CC3C)cc2)N=N1	Z4912393709	yes
C#CCCC1(CCC(=O)Nc2ccc(C34CC3CN(C(=O)OC(C)(C)C)C4)cc2)N=N1	Z4912393712	yes
C#CCCC1(CCC(=O)N[C@@H](Cc2cnn(C)c2O)C(=O)OC)N=N1	Z4912393721	yes
C#CCCC1(CCC(=O)NC2C3C=CC(C3)C2C(=O)OC)N=N1	Z4935106109	yes
C#CCCC1(CCC(=O)NC2CCN3CCCCC3C2)N=N1	Z4959664240	yes
C#CCCC1(CCC(=O)N(C)C(C(=O)OC)C2CCOCC2)N=N1	Z4960974347	yes
C#CCCC1(CCC(=O)N2CCC3(CC2)COC(CC(=O)OC)C3)N=N1	Z4961361586	yes
C#CCCC1(CCC(=O)NCc2cnc(C(=O)OC)s2)N=N1	Z4961394873	yes
C#CCCC1(CCC(=O)NC(C)c2cc3ccccc3cn2)N=N1	Z4980780122	yes
C#CCCC1(CCC(=O)Nc2cnc3ccc(C(=O)OCC)cn23)N=N1	Z4980908136	yes
C#CCCC1(CCC(=O)Nc2ccc3cc(NC(=O)CCc4c(C)nc5nc(C(F)(F)F)nn5c4C)cnc3c2)N=N1	Z4991664518	yes
C#CCCC1(CCC(=O)Nc2cnn3c2OCC(C)C3)N=N1	Z5008318367	yes
C#CCCC1(CCC(=O)N2CCC(c3cn4ccsc4n3)CC2)N=N1	Z5008404994	yes
C#CCCC1(CCC(=O)NC2CC3(C(=O)OC)COC2C3)N=N1	Z5008919336	yes
C#CCCC1(CCC(=O)NC2CN(c3nncs3)C2)N=N1	Z5014415921	yes
C#CCCC1(CCC(=O)N2CCC(N(C)Cc3ccc(F)c(F)c3)C2)N=N1	Z5014637931	yes
C#CCCC1(CCC(=O)NCC2CCCN2Cc2ccccn2)N=N1	Z5014685829	yes
C#CCCC1(CCC(=O)N(Cc2nccs2)CC2CC2)N=N1	Z5014808974	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)[nH]c(=O)n3C)N=N1	Z5020475488	yes
C#CCCC1(CCC(=O)ON2C(=O)CCC2=O)N=N1	Z5033036110	yes
C#CCCC1(CCC(=O)N2CCC(c3cc(C4CCCO4)n[nH]3)CC2)N=N1	Z5035174061	yes
C#CCCC1(CCC(=O)NCC2CCN(c3nncs3)CC2)N=N1	Z5035200299	yes
C#CCCC1(CCC(=O)NC2COC3(C(=O)OC)CC2C3)N=N1	Z5035415419	yes
C#CCCC1(CCOc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)N=N1	Z5036081557	yes
C#CCCC1(CCC(=O)N2CC(C(=O)OC)C(c3ccncc3)C2)N=N1	Z5054201751	yes
C#CCCC1(CCC(=O)N2C3CCCC2C(C(=O)OC)C3C(=O)OC)N=N1	Z5054457158	yes
C#CCCC1(CCC(=O)N(Cc2cnnn2C)CC2CCCCC2)N=N1	Z5055997080	yes
OCCC1(CCC#Cc2cccnc2)N=N1	Z5064351367	yes
C#CCCC1(CCC(=O)N(Cc2ccccc2)CC(O)c2cnn(C)c2)N=N1	Z5120939269	yes
C#CCCC1(CCC(=O)NC2CCn3c(C)nnc3C2)N=N1	Z5122752854	yes
C#CCCC1(CCC(=O)NC(C)c2nc(C(=O)OC)cs2)N=N1	Z5124589104	yes
C#CCCC1(CCC(=O)Nc2ccc(OC3CCOC3=O)cc2C)N=N1	Z5125282007	yes
C#CCCC1(CCC(=O)NC(C)(CC)c2nc(CC)cc(=O)[nH]2)N=N1	Z5125350904	yes
C#CCCC1(CCC(=O)N(C)Cc2cccc(-c3nnn[nH]3)c2)N=N1	Z5125526633	yes
C#CCCC1(CCC(=O)NCc2cc(C3CC3)n(C(C)(C)C)n2)N=N1	Z5126274263	yes
C#CCCC1(CCC(=O)NCC2CC3(CC4CCC3C4)C2)N=N1	Z5128385110	yes
C#CCCC1(CCC(=O)N2CCC34CCCCC3(C2)C4(F)F)N=N1	Z5129201003	yes
C#CCCC1(CCC(=O)N2CCNCC2c2nccn2C)N=N1	Z5132166542	yes
C#CCCC1(CCC(=O)N2CC3CN(Cc4ccccc4)CC3C2CO)N=N1	Z5132495784	yes
C#CCCC1(CCCN)N=N1	Z5186512565	yes
C#CCCC1(CCOc2cc(Br)cnc2C)N=N1	Z5188249424	yes
C#CCCC1(CCC(=O)N2CCOC3CCN(C)CC32)N=N1	Z5209028474	yes
C#CCCC1(CCC(=O)N2CCN(C(=O)C3CCCN3C)CC2)N=N1	Z5209489064	yes
C#CCCC1(CCC(=O)N2CCC3CN(C)CC32)N=N1	Z5209515019	yes
C#CCCC1(CCC(=O)NCC(C)(C)N2CCCC(C)C2)N=N1	Z5210324745	yes
C#CCCC1(CCC(=O)N2CCN(c3cc(C)n[nH]3)CC2)N=N1	Z5254956744	yes
C#CCCC1(CCC(=O)N2CCc3nc[nH]c(=O)c3CC2)N=N1	Z5255716202	yes
C#CCCC1(CCC(=O)N[C@@H]2CCc3nc(N)sc3C2)N=N1	Z5257878901	yes
C#CCCC1(CCC(=O)NC2CN(C3CC3)Cc3ccccc32)N=N1	Z5258541163	yes
C#CCCC1(CCC(=O)Nc2c(F)cc(F)cc2C(=O)OC)N=N1	Z5258573438	yes
C#CCCC1(CCC(=O)N(Cc2ccccc2)C2(CO)COC2)N=N1	Z5258968271	yes
C#CCCC1(CCC(=O)N(Cc2cnc[nH]2)c2ccccc2)N=N1	Z5259029070	yes
C#CCCC1(CCC(=O)NCc2ncc(-c3ccccn3)[nH]2)N=N1	Z5259355861	yes
C#CCCC1(CCC(=O)NC(Cc2ccccn2)C(=O)OC)N=N1	Z5260558604	yes
C#CCCC1(CCC(=O)N(C)C2Cc3ccccc3C2O)N=N1	Z5260906721	yes
C#CCCC1(CCC(=O)Nc2nnc(Oc3ccncc3)s2)N=N1	Z5260908614	yes
C#CCCC1(CCC(=O)NC2CC(C)CN(Cc3ccccc3)C2C)N=N1	Z5260908851	yes
C#CCCC1(CCC(=O)NC(C)c2nnc3n2CCOC3)N=N1	Z5260910393	yes
C#CCCC1(CCC(=O)NCc2nnc(C(=O)OC)s2)N=N1	Z5260912720	yes
C#CCCC1(CCC(=O)NCC(NC(=O)c2ccc3c(c2)C(=O)NCC3)C2CCCC2)N=N1	Z5260912734	yes
C#CCCC1(CCC(=O)NC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)N=N1	Z5260913177	yes
C#CCCC1(CCC(=O)N2[C@@H]3CC[C@H]2C[C@](O)(c2ccc(Cl)cc2)C3)N=N1	Z5260913504	yes
C#CCCC1(CCC(=O)NC2C3CCC(C3)C2C(=O)OCc2ccccc2)N=N1	Z5260923530	yes
C#CCCC1(CCC(=O)Nc2nc(C3CN(C(=O)OC(C)(C)C)C3)nn2C)N=N1	Z5260927655	yes
C#CCCC1(CCC(=O)NCc2nnnn2-c2ccc(Br)cc2)N=N1	Z5260930704	yes
C#CCCC1(CCC(=O)NCCCn2[nH]c(=O)c3c2CCCC3)N=N1	Z5260955434	yes
C#CCCC1(CCC(=O)NCc2cn(CC(=O)Nc3cc(F)cc(F)c3)nn2)N=N1	Z5260960567	yes
C#CCCC1(CCC(=O)N2CCC(C(=O)Nc3ccc4c(c3)C(=O)NC4=O)CC2)N=N1	Z5260963969	yes
C#CCCC1(CCC(=O)N2CCN(c3nc(O)cs3)CC2)N=N1	Z5260976379	yes
C#CCCC1(CCC(=O)NC(C)c2ccc(S(=O)(=O)Nc3nnn(C)n3)cc2)N=N1	Z5260981993	yes
C#CCCC1(CCC(=O)NC(C)c2nnc(C(=O)OC)s2)N=N1	Z5260985700	yes
C#CCCC1(CCC(=O)NC(CC(=O)NC(C)c2ccncc2)c2ccccc2)N=N1	Z5260986330	yes
C#CCCC1(CCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)N(C)C2=O)C3=O)N=N1	Z5260987254	yes
C#CCCC1(CCC(=O)N(CCOC)CC(O)COc2ccc3c(c2)CCC(=O)N3)N=N1	Z5260988063	yes
C#CCCC1(CCC(=O)NCC(NC(=O)c2cccc3c2C(=O)NC3)C2CCCCC2)N=N1	Z5260993259	yes
C#CCCC1(CCC(=O)NCC2CCC(Oc3ccncc3)C2)N=N1	Z5261006333	yes
C#CCCC1(CCC(=O)Nc2ccc(-c3ccc(Cl)cc3)cc2C(=O)OC)N=N1	Z5261008100	yes
C#CCCC1(CCC(=O)NCC2CCN(S(=O)(=O)c3cn[nH]c3)CC2)N=N1	Z5261009444	yes
C#CCCC1(CCC(=O)N2CCCC2CN2CCc3ccccc3C2)N=N1	Z5261010745	yes
C#CCCC1(CCC(=O)Nc2cccc(Cc3[nH]ncc3C(=O)OC)c2)N=N1	Z5261012636	yes
C#CCCC1(CCSc2nnc(-c3ccc(C(C)(C)C)cc3)n2-c2ccccc2)N=N1	Z5261017695	yes
C#CCCC1(CCSc2nc3cc([N+](=O)[O-])ccc3n2-c2ccccc2OC)N=N1	Z5261017883	yes
C#CCCC1(CCSc2nc(NC(=O)c3ccccc3)c3c(C)c(C)oc3n2)N=N1	Z5261018338	yes
C#CCCC1(CCSc2ccc(N3CCN(c4ccccc4OCC)CC3)nn2)N=N1	Z5261018617	yes
C#CCCC1(CCSc2nnc(-c3cc(-c4cccs4)nc4ccccc34)o2)N=N1	Z5261019269	yes
C#CCCC1(CCSc2nc3sc(-c4ccccc4)cc3c(=O)n2-c2ccccc2)N=N1	Z5261019412	yes
C#CCCC1(CCSc2ncnc3sc4c(c23)CCCC4)N=N1	Z5261019414	yes
C#CCCC1(CCSc2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)N=N1	Z5261019505	yes
C#CCCC1(CCSc2nc3ccccc3c(=O)n2-c2ccc(C)c(F)c2)N=N1	Z5261019639	yes
C#CCCC1(CCSc2nccn2-c2ccc(C(=O)NCc3cccs3)cc2)N=N1	Z5261019723	yes
C#CCCC1(CCSc2ccc(-n3ccc(-c4ccc(OC)cc4)n3)nn2)N=N1	Z5261020015	yes
C#CCCC1(CCOc2cc(C)c(C#N)c(C)c2)N=N1	Z5261020599	yes
C#CCCC1(CCN2C(=O)NC(CC)(c3ccc(Cl)cc3)C2=O)N=N1	Z5261020726	yes
C#CCCC1(CCSc2nnc(-c3ccccc3)n2-c2ccc(OC)cc2)N=N1	Z5261021085	yes
C#CCCC1(CCSc2nc3sc4c(c3c(=O)n2CCCN(C)C)CCCC4)N=N1	Z5261021094	yes
C#CCCC1(CCSc2ncc(-c3ccc(Cl)cc3)n2Cc2ccccc2)N=N1	Z5261021130	yes
C#CCCC1(CCSc2nc3cc(OC)ccc3n2Cc2ncc(C)c(OC)c2C)N=N1	Z5261021933	yes
C#CCCC1(CCSc2nccn2-c2cccc(C(=O)Nc3ccccc3)c2)N=N1	Z5261022550	yes
C#CCCC1(CCSc2nc3cc(Cl)ccc3n2Cc2ccccc2)N=N1	Z5261022688	yes
C#CCCC1(CCSc2nnc(-c3ccc(Cl)cc3Cl)n2-c2ccccc2)N=N1	Z5261022713	yes
C#CCCC1(CCSc2nnc(-c3cc4c(s3)CCC(C(C)(C)C)C4)o2)N=N1	Z5261022717	yes
C#CCCC1(CCSc2nc3cc(S(=O)(=O)N(CC)CC)ccc3n2CCCC)N=N1	Z5261022766	yes
C#CCCC1(CCSc2nnc(-c3ccccc3)n2-c2ccc(OCC)cc2)N=N1	Z5261022791	yes
C#CCCC1(CCSc2nc(Nc3ccccc3Cl)c3ccccc3n2)N=N1	Z5261022838	yes
C#CCCC1(CCOc2cc(Br)ccc2Cl)N=N1	Z5261022892	yes
C#CCCC1(CCOc2c(C=O)ccc3ccccc23)N=N1	Z5261022916	yes
C#CCCC1(CCSc2nnc(COc3ccccc3-c3ccccc3)n2CCOC)N=N1	Z5261023017	yes
C#CCCC1(CCSc2nnc(-c3cccs3)n2-c2ccccc2OC)N=N1	Z5261023076	yes
C#CCCC1(CCSc2nnc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)n2-c2ccc(F)cc2)N=N1	Z5261023090	yes
C#CCCC1(CCSc2nncn2-c2ccc(OCc3ccccc3)cc2)N=N1	Z5261023309	yes
C#CCCC1(CCSc2nc3sc(C)c(C)c3c(=O)n2Cc2ccccc2)N=N1	Z5261023334	yes
C#CCCC1(CCSc2nc3ccccc3c(=O)n2-c2ccc(SC(F)F)cc2)N=N1	Z5261023372	yes
C#CCCC1(CCSc2nnc(-c3ccc(OC)c(OC)c3)n2CCCOC)N=N1	Z5261023463	yes
C#CCCC1(CCOc2cn(-c3ccccc3)nc2C(=O)OCC)N=N1	Z5261023849	yes
C#CCCC1(CCOc2cccc(C)c2Br)N=N1	Z5261023981	yes
C#CCCC1(CCOc2c(C(=O)OC)cccc2[N+](=O)[O-])N=N1	Z5261023997	yes
C#CCCC1(CCN(CCCCCCC)CCCCCCC)N=N1	Z5261054243	yes
C#CCCC1(CCC(=O)N2CCCC2C(=O)N2CCNCC2)N=N1	Z5267520851	yes
C#CCCC1(CCC(=O)N(Cc2ncc[nH]2)CC(C)C)N=N1	Z5274547583	yes
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)N3CCN(CC)CC3)ccc2Cl)N=N1	Z5282075033	yes
C#CCCC1(CCNC(=O)CSc2nnc(-c3ccc(F)cc3)n2CC2CCCO2)N=N1	Z5282075134	yes
C#CCCC1(CCNC(=O)c2ccc(S(=O)(=O)NCC3CCCO3)cc2)N=N1	Z5282075191	yes
C#CCCC1(CCNC(=O)c2c[nH]nc2-c2ccc3c(c2)OCCO3)N=N1	Z5282075511	yes
C#CCCC1(CCNC(=O)CCc2c(C)[nH]c(=O)[nH]c2=O)N=N1	Z5282075525	yes
C#CCCC1(CCNC(=O)c2ccc(F)c(S(=O)(=O)N3CCN(C(C)=O)CC3)c2)N=N1	Z5282076996	yes
C#CCCC1(CCNC(=O)c2[nH]nc(C3CN(C(=O)OC(C)(C)C)C3)c2I)N=N1	Z5282077968	yes
C#CCCC1(CCNC(=O)c2ccc(C3CCCCN3C(=O)OC(C)(C)C)n2C)N=N1	Z5282078026	yes
C#CCCC1(CCNC(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1	Z5282078734	yes
C#CCCC1(CCNC(=O)CC2CCC(C(F)(F)F)N(C)C2)N=N1	Z5282079107	yes
C#CCCC1(CCNC(=O)c2c(-c3ccccc3)nc3ncccn23)N=N1	Z5282079197	yes
C#CCCC1(CCNC(=O)C2(NC(=O)c3ccc[nH]3)CCCC2)N=N1	Z5282079241	yes
C#CCCC1(CCNC(=O)CCn2[nH]c(=O)c3ccccc32)N=N1	Z5282079261	yes
C#CCCC1(CCNC(=O)C2CCCC2c2nncn2C)N=N1	Z5282079299	yes
C#CCCC1(CCNC(=O)COC2(c3ccccc3)COC2)N=N1	Z5282079302	yes
C#CCCC1(CCNC(=O)c2ccn3c(C(F)(F)F)nnc3c2)N=N1	Z5282079334	yes
C#CCCC1(CCNC(=O)C2c3ccc(F)cc3CCN2C(=O)OC(C)(C)C)N=N1	Z5282079338	yes
C#CCCC1(CCNC(=O)c2cccc3c2n(C)c(=O)n3C)N=N1	Z5282079384	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)OC(C)(C)CC3=O)N=N1	Z5282079447	yes
C#CCCC1(CCNC(=O)CCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)N=N1	Z5282079589	yes
C#CCCC1(CCNC(=O)C2CCCN2S(=O)(=O)c2ccc3c(c2)OCCO3)N=N1	Z5282079979	yes
C#CCCC1(CCNC(=O)C2Cc3ccccc3CN2C(=O)c2ccccc2Cl)N=N1	Z5282080550	yes
C#CCCC1(CCNC(=O)[C@H](Cc2c[nH]cn2)NC(=O)C2CCCCC2)N=N1	Z5282082349	yes
C#CCCC1(CCNC(=O)c2ccc3[nH]nc(C(=O)OC)c3c2)N=N1	Z5282083915	yes
C#CCCC1(CCNC(=O)[C@@H]2C[C@H](Oc3ccncc3)CN2C(=O)OC(C)(C)C)N=N1	Z5282084088	yes
C#CCCC1(CCNC(=O)C2CCC(c3ccccc3)O2)N=N1	Z5282084890	yes
C#CCCC1(CCNC(=O)c2cc(C(=O)OCC)n3ncccc23)N=N1	Z5282085317	yes
C#CCCC1(CCNC(=O)C2CCC(Oc3ccncc3)C2)N=N1	Z5282085349	yes
C#CCCC1(CCNC(=O)c2cnn3c2OCC(OCc2ccccc2)C3)N=N1	Z5282085675	yes
C#CCCC1(CCNC(=O)c2ccc(Nc3cnn(C)c3)nn2)N=N1	Z5282085762	yes
C#CCCC1(CCNC(=O)CCn2[nH]c(=O)c3ccccc3c2=O)N=N1	Z5282086406	yes
C#CCCC1(CCNC(=O)C=Cc2c(C)nn(Cc3ccccc3Cl)c2C)N=N1	Z5282086607	yes
C#CCCC1(CCNC(=O)CCc2c(C)nc3c(C(N)=O)ncn3c2C)N=N1	Z5282086961	yes
C#CCCC1(CCNC(=O)CCc2c(C)nc3c(C(N)=O)cnn3c2C)N=N1	Z5282087585	yes
C#CCCC1(CCNC(=O)Cc2c(C)nc3[nH]n(C)c(=O)c3c2C)N=N1	Z5282088376	yes
C#CCCC1(CCNC(=O)C2CCc3nnc(-c4ccc(O)cc4)n3C2)N=N1	Z5282089981	yes
C#CCCC1(CCNC(=O)Cn2cc(C3CN(C(=O)OC(C)(C)C)CC3OC)nn2)N=N1	Z5282090825	yes
C#CCCC1(CCNC(=O)C(C)NS(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)N=N1	Z5282091662	yes
C#CCCC1(CCNC(=O)c2nn(-c3ccccc3)c(=O)cc2O)N=N1	Z5282092599	yes
C#CCCC1(CCNC(=O)C2CCn3c(n[nH]c3=O)C2)N=N1	Z5282092784	yes
C#CCCC1(CCNC(=O)c2cnc(N3CCOCC3)s2)N=N1	Z5282094956	yes
C#CCCC1(CCNC(=O)c2ccnn2-c2cccnc2)N=N1	Z5282095019	yes
C#CCCC1(CCNC(=O)c2cnc(OC3CCOCC3)cn2)N=N1	Z5282095166	yes
C#CCCC1(CCNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccccc2F)N=N1	Z5282095225	yes
C#CCCC1(CCNC(=O)CCc2c[nH]c(C)c2C(=O)OC)N=N1	Z5282095782	yes
C#CCCC1(CCNC(=O)c2n[nH]c3cc(OC)ccc23)N=N1	Z5282096110	yes
C#CCCC1(CCNC(=O)Cn2cc(OCC3CC3)cn2)N=N1	Z5282096321	yes
C#CCCC1(CCNC(=O)CCc2cnc(C3CN(C(=O)OC(C)(C)C)C3)o2)N=N1	Z5282096716	yes
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3)ccc2C)N=N1	Z5282096990	yes
C#CCCC1(CCNC(=O)c2cc(CN3C(=O)c4ccccc4C3=O)ccc2OC)N=N1	Z5282097326	yes
C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)NC(C)c3ccccc3)c2)N=N1	Z5282097510	yes
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCOCC2)N=N1	Z5282097654	yes
C#CCCC1(CCNC(=O)CCn2cnc3scc(-c4ccc(C)cc4)c3c2=O)N=N1	Z5282097869	yes
C#CCCC1(CCNC(=O)c2cccc(OCc3cn4cc(C)ccc4n3)c2)N=N1	Z5282098009	yes
C#CCCC1(CCNC(=O)c2cc(C)nc3c2c(=O)[nH]n3C)N=N1	Z5282098837	yes
C#CCCC1(CCNC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2cnn(C)c2)N3)N=N1	Z5282101568	yes
C#CCCC1(CCNC(=O)CCCC(=O)Nc2ccc(C(=O)OCC)cc2)N=N1	Z5282103230	yes
C#CCCC1(CCNC(=O)c2cc(C3CCOC3)[nH]n2)N=N1	Z5282103246	yes
C#CCCC1(CCNC(=O)COc2cccc(-n3cnnc3)c2)N=N1	Z5282103271	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1	Z5282103347	yes
C#CCCC1(CCNC(=O)c2cccc(N3C(=O)CNC3=O)c2F)N=N1	Z5282103413	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)S(=O)(=O)NC3)N=N1	Z5282103523	yes
C#CCCC1(CCNC(=O)CCc2cnc3n2CCOC3)N=N1	Z5282103529	yes
C#CCCC1(CCNC(=O)C2CCC(n3ccnn3)CC2)N=N1	Z5282103566	yes
C#CCCC1(CCNC(=O)C2CCC(c3cc[nH]n3)O2)N=N1	Z5282103784	yes
C#CCCC1(CCNC(=O)c2ccccc2OCC(=O)Nc2ccccc2F)N=N1	Z5282103984	yes
C#CCCC1(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NCCc3ccccn3)c2)N=N1	Z5282103990	yes
C#CCCC1(CCNC(=O)Cc2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)N=N1	Z5282104013	yes
C#CCCC1(CCNC(=O)c2ccc(OCC(=O)N3CCCCC3)c(OCC)c2)N=N1	Z5282104157	yes
C#CCCC1(CCNC(=O)c2cnn(-c3ccc(=O)[nH]n3)c2C(F)(F)F)N=N1	Z5282104944	yes
C#CCCC1(CCNC(=O)Cc2cc(F)c(OC)c(S(N)(=O)=O)c2)N=N1	Z5282105145	yes
C#CCCC1(CCNC(=O)c2cccc3c2C(=O)NC3=O)N=N1	Z5282106734	yes
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2Cl)N=N1	Z5282107311	yes
C#CCCC1(CCNC(=O)C2CCNc3c2nnn3C)N=N1	Z5282107422	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)N=N1	Z5282108178	yes
C#CCCC1(CCNC(=O)C2CC3CC2C2(C3)NC(=O)NC2=O)N=N1	Z5282109003	yes
C#CCCC1(CCNC(=O)c2n[nH]c3c2CC(F)(F)CC3)N=N1	Z5282109155	yes
C#CCCC1(CCNC(=O)c2nnc(Cc3ccccc3)o2)N=N1	Z5282109161	yes
C#CCCC1(CCNC(=O)c2ccc(-c3ccccc3)nn2)N=N1	Z5282109210	yes
C#CCCC1(CCNC(=O)c2ccccc2-n2nccn2)N=N1	Z5282109365	yes
C#CCCC1(CCNC(=O)C2CC2OCc2ccc(OC)cc2)N=N1	Z5282109366	yes
C#CCCC1(CCNC(=O)Cc2ccnn2C2CCOCC2)N=N1	Z5282109483	yes
C#CCCC1(CCNC(=O)c2n[nH]c3c2CS(=O)(=O)CC3)N=N1	Z5282109629	yes
C#CCCC1(CCNC(=O)c2nc3c(s2)CN(C)CC3)N=N1	Z5282109641	yes
C#CCCC1(CCNC(=O)c2ccc(C3CCCO3)nn2)N=N1	Z5282109753	yes
C#CCCC1(CCNC(=O)c2coc(CCOCC)n2)N=N1	Z5282110032	yes
C#CCCC1(CCNC(=O)COc2cccc3c2CNC3=O)N=N1	Z5282110190	yes
C#CCCC1(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NC3CCCC3)c2)N=N1	Z5282110675	yes
C#CCCC1(CCNC(=O)CCn2c(=O)oc3cc(S(=O)(=O)N4CCCC4)ccc32)N=N1	Z5282111024	yes
C#CCCC1(CCNC(=O)CCc2c(C)nc(N3CCOCC3)[nH]c2=O)N=N1	Z5282111100	yes
C#CCCC1(CCNC(=O)CNC(=O)C2c3ccccc3C(=O)N2Cc2ccccc2)N=N1	Z5282111634	yes
C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)N3CCN(C)CC3)ccc2OCC)N=N1	Z5282113018	yes
C#CCCC1(CCNC(=O)C2CC(O)CN2c2ccncn2)N=N1	Z5282113428	yes
C#CCCC1(CCNC(=O)c2cnn3c2OCCCC3)N=N1	Z5282116022	yes
C#CCCC1(CCNC(=O)c2nnn3c2CCCCC3)N=N1	Z5282116069	yes
C#CCCC1(CCNC(=O)c2cc3c(OC)cc(OC)nc3[nH]2)N=N1	Z5282116111	yes
C#CCCC1(CCNC(=O)Cc2c(C)nc3ccccn23)N=N1	Z5282116174	yes
C#CCCC1(CCNC(=O)C2CCCc3cn(C(C)C)nc32)N=N1	Z5282116240	yes
C#CCCC1(CCNC(=O)CC2CCCCC23NC(=O)NC3=O)N=N1	Z5282116433	yes
C#CCCC1(CCNC(=O)C2CCc3nc(C)sc3C2)N=N1	Z5282116437	yes
