smiles	catalog_id	found_in_enaminestore
C#CCCC1(CCC(=O)Nc2ccc(C3CC3)nn2)N=N1	Z2866906917	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCO3)N=N1	Z2866906920	yes
C#CCCC1(CCC(=O)Nc2cccc3c2CCO3)N=N1	Z2866906924	yes
C#CCCC1(CCC(=O)NCC2CCC(F)(F)C2)N=N1	Z2866906925	yes
C#CCCC1(CCC(=O)N2c3ccncc3CC2C)N=N1	Z2866906936	yes
C#CCCC1(CCC(=O)N2CCCc3ncccc32)N=N1	Z2866906938	yes
C#CCCC1(CCC(=O)Nc2ccc3c(n2)CCC3)N=N1	Z2866906944	yes
C#CCCC1(CCC(=O)Nc2cnc3ccnn3c2)N=N1	Z2866906953	yes
C#CCCC1(CCC(=O)Nc2cccc3ocnc23)N=N1	Z2866906959	yes
C#CCCC1(CCC(=O)Nc2ccc(C3CC3)cc2)N=N1	Z2866906966	yes
C#CCCC1(CCC(=O)N2CCc3ccc(C)cc32)N=N1	Z2866906969	yes
C#CCCC1(CCC(=O)N2c3ccccc3CC2C)N=N1	Z2866906971	yes
C#CCCC1(CCC(=O)N2CCC2c2ccccc2)N=N1	Z2866906973	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCC3)N=N1	Z2866906974	yes
C#CCCC1(CCC(=O)N2CCOC(CCF)C2)N=N1	Z2866906977	yes
C#CCCC1(CCC(=O)Nc2ccc3nccn3c2)N=N1	Z2866906982	yes
C#CCCC1(CCC(=O)Nc2ccc3occc3c2)N=N1	Z2866906983	yes
C#CCCC1(CCC(=O)N2CCCCC(C)(F)C2)N=N1	Z2866906998	yes
C#CCCC1(CCC(=O)N2CCCC(CCF)C2)N=N1	Z2866907001	yes
C#CCCC1(CCC(=O)N2CCOC(COC)C2)N=N1	Z2866907003	yes
C#CCCC1(CCC(=O)N(C)CC2COCCO2)N=N1	Z2866907005	yes
C#CCCC1(CCC(=O)NCCN2CCOCC2)N=N1	Z2866907013	yes
C#CCCC1(CCC(=O)N2CCCC(C)(OC)C2)N=N1	Z2866907022	yes
C#CCCC1(CCC(=O)NCCC2CCCCO2)N=N1	Z2866907023	yes
C#CCCC1(CCC(=O)N(C)CC2CCCOC2)N=N1	Z2866907026	yes
C#CCCC1(CCC(=O)NCC2CCCN(C)C2)N=N1	Z2866907031	yes
C#CCCC1(CCC(=O)N2CCN(C(C)=O)CC2)N=N1	Z2866907044	yes
C#CCCC1(CCC(=O)N2CCCC(C(N)=O)C2)N=N1	Z2866907046	yes
C#CCCC1(CCC(=O)N2CCCCC2C(N)=O)N=N1	Z2866907049	yes
C#CCCC1(CCC(=O)NC2C(=O)NCC2(C)C)N=N1	Z2866907053	yes
C#CCCC1(CCC(=O)N2CCC(C(=O)NC)C2)N=N1	Z2866907055	yes
C#CCCC1(CCC(=O)N2CCCNC(=O)C2C)N=N1	Z2866907057	yes
C#CCCC1(CCC(=O)N2CCC(C(N)=O)CC2)N=N1	Z2866907075	yes
C#CCCC1(CCC(=O)N2CCN(C(=O)CC)C2)N=N1	Z2866907082	yes
C#CCCC1(CCC(=O)N2CC(=O)NCC2(C)C)N=N1	Z2866907085	yes
C#CCCC1(CCC(=O)NC2CCC(=O)N(C)C2)N=N1	Z2866907087	yes
C#CCCC1(CCC(=O)NCC2CC(=O)N(C)C2)N=N1	Z2866907089	yes
C#CCCC1(CCC(=O)N2CCC(C)(C(N)=O)C2)N=N1	Z2866907091	yes
C#CCCC1(CCC(=O)NCc2cc(OC)no2)N=N1	Z2866907093	yes
C#CCCC1(CCC(=O)N2CCOC(C3CC3)C2)N=N1	Z2866907096	yes
C#CCCC1(CCC(=O)N2CCOCC3(CC3)C2)N=N1	Z2866907098	yes
C#CCCC1(CCC(=O)NC2CCOC2C2CC2)N=N1	Z2866907100	yes
C#CCCC1(CCC(=O)N2CCOC3(CCC3)C2)N=N1	Z2866907102	yes
C#CCCC1(CCC(=O)N2CCOCC23CCC3)N=N1	Z2866907103	yes
C#CCCC1(CCC(=O)Nc2cnn(COC)c2)N=N1	Z2866907107	yes
C#CCCC1(CCC(=O)NC2CCN(C3CC3)C2)N=N1	Z2866907111	yes
C#CCCC1(CCC(=O)N2CCN3CCCC3C2)N=N1	Z2866907113	yes
C#CCCC1(CCC(=O)NCC2CCN2C2CC2)N=N1	Z2866907118	yes
C#CCCC1(CCC(=O)N2CCN(C3CC3)CC2)N=N1	Z2866907121	yes
C#CCCC1(CCC(=O)NC(C)Cn2cncn2)N=N1	Z2866907123	yes
C#CCCC1(CCC(=O)NC(C)c2nncn2C)N=N1	Z2866907124	yes
C#CCCC1(CCC(=O)NCc2cnnn2CC)N=N1	Z2866907126	yes
C#CCCC1(CCC(=O)NCc2c(C)noc2C)N=N1	Z2866907128	yes
C#CCCC1(CCC(=O)N2CC3CC2(C(N)=O)C3)N=N1	Z2866907131	yes
C#CCCC1(CCC(=O)N2CCC(F)C2)N=N1	Z2866907135	yes
C#CCCC1(CCC(=O)N2CC3CCCCCC32)N=N1	Z2866907140	yes
C#CCCC1(CCC(=O)N2CCC(C3CCC3)C2)N=N1	Z2866907141	yes
C#CCCC1(CCC(=O)NC(C)Cn2cccn2)N=N1	Z2866907143	yes
C#CCCC1(CCC(=O)NC(C)c2cnn(C)c2)N=N1	Z2866907147	yes
C#CCCC1(CCC(=O)N2CCn3ncnc3C2)N=N1	Z2866907163	yes
C#CCCC1(CCC(=O)Nc2ccc(=O)n(C)c2)N=N1	Z2866907167	yes
C#CCCC1(CCC(=O)Nc2ccc(OC)nc2)N=N1	Z2866907169	yes
C#CCCC1(CCC(=O)Nc2cc(C3CC3)on2)N=N1	Z2866907174	yes
C#CCCC1(CCC(=O)N2CCc3nocc3C2)N=N1	Z2866907182	yes
C#CCCC1(CCC(=O)NCCc2cncnc2)N=N1	Z2866907188	yes
C#CCCC1(CCC(=O)N2CCCn3nccc32)N=N1	Z2866907190	yes
C#CCCC1(CCC(=O)N2CC(OC(F)F)C2)N=N1	Z2866907204	yes
C#CCCC1(CCC(=O)N(C)Cc2cccnc2)N=N1	Z2866907208	yes
C#CCCC1(CCC(=O)NCc2ccc(C)nc2)N=N1	Z2866907210	yes
C#CCCC1(CCC(=O)NCCc2ccncc2)N=N1	Z2866907212	yes
C#CCCC1(CCC(=O)N[C@@H]2COC[C@H]2OC)N=N1	Z2866907237	yes
C#CCCC1(CCC(=O)NCCC2CCOC2)N=N1	Z2866907243	yes
C#CCCC1(CCC(=O)N2CCCC2COC)N=N1	Z2866907246	yes
C#CCCC1(CCC(=O)N2CC(CCOC)C2)N=N1	Z2866907250	yes
C#CCCC1(CCC(=O)N2CCC(OC)CC2)N=N1	Z2866907252	yes
C#CCCC1(CCC(=O)NC2COC(C)(C)C2)N=N1	Z2866907256	yes
C#CCCC1(CCC(=O)NCC2CCOCC2)N=N1	Z2866907259	yes
C#CCCC1(CCC(=O)N(C)C2CCCOC2)N=N1	Z2866907266	yes
C#CCCC1(CCC(=O)N2CCC(COC)C2)N=N1	Z2866907270	yes
C#CCCC1(CCC(=O)N2CCC(N(C)C)C2)N=N1	Z2866907277	yes
C#CCCC1(CCC(=O)NCC2CCCN2C)N=N1	Z2866907280	yes
C#CCCC1(CCC(=O)N2CC(=O)NC(C)C2)N=N1	Z2866907290	yes
C#CCCC1(CCC(=O)NC2CN(C(C)=O)C2)N=N1	Z2866907296	yes
C#CCCC1(CCC(=O)NCC23CC(CO2)C3)N=N1	Z2866907299	yes
C#CCCC1(CCC(=O)NCc2nncn2C)N=N1	Z2866907307	yes
C#CCCC1(CCC(=O)NCc2cc(C)no2)N=N1	Z2866907309	yes
C#CCCC1(CCC(=O)NCc2ncc(C)o2)N=N1	Z2866907315	yes
C#CCCC1(CCC(=O)N2CCC(C3CC3)C2)N=N1	Z2866907320	yes
C#CCCC1(CCC(=O)N2CCC3CCCC32)N=N1	Z2866907322	yes
C#CCCC1(CCC(=O)N2CCC23CCCC3)N=N1	Z2866907325	yes
C#CCCC1(CCC(=O)NCc2cnn(C)c2)N=N1	Z2866907332	yes
C#CCCC1(CCC(=O)N(C)Cc2ccoc2)N=N1	Z2866907346	yes
C#CCCC1(CCC(=O)N2CCn3nccc32)N=N1	Z2866907353	yes
C#CCCC1(CCC(=O)NCc2cccnn2)N=N1	Z2866907355	yes
C#CCCC1(CCC(=O)Nc2cnc(C)nc2)N=N1	Z2866907359	yes
C#CCCC1(CCC(=O)NCc2cnccn2)N=N1	Z2866907364	yes
C#CCCC1(CCC(=O)N2CCCOCC2)N=N1	Z2866907371	yes
C#CCCC1(CCC(=O)N2CC3CCCC32)N=N1	Z2866907382	yes
C#CCCC1(CCC(=O)NC2CC2c2ccco2)N=N1	Z2895783991	yes
C#CCCC1(CCC(=O)NC2CCOC(c3ccncc3)C2)N=N1	Z2895784026	yes
C#CCCC1(CCC(=O)NCCn2cncn2)N=N1	Z2902136766	yes
C#CCCC1(CCC(=O)NC2CCCc3nn(C)cc32)N=N1	Z2902136800	yes
C#CCCC1(CCC(=O)Nc2ccc(C(=O)N3CCC(C)CC3)cc2)N=N1	Z2902136862	yes
C#CCCC1(CCC(=O)NC2CC(C)(C)Oc3cc(F)ccc32)N=N1	Z2902136891	yes
C#CCCC1(CCC(=O)NC(C)C2CCCN(C3CCC3)C2)N=N1	Z2902136910	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)OC(C)(CC)O3)N=N1	Z2902136919	yes
C#CCCC1(CCC(=O)Nc2cccc3c2CCNC3=O)N=N1	Z2902136962	yes
C#CCCC1(CCC(=O)Nc2nc3c(s2)CCC3(C)C)N=N1	Z2902136966	yes
C#CCCC1(CCC(=O)NC2CCOC2c2cnn(C)c2)N=N1	Z2902136971	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCN(C)CC3)cc2C)N=N1	Z2902136975	yes
C#CCCC1(CCC(=O)Nc2cccc(C(=O)N3CCOCC3)c2C)N=N1	Z2902136977	yes
C#CCCC1(CCC(=O)NC2Cc3ccccc3C2OC)N=N1	Z2902136985	yes
C#CCCC1(CCC(=O)N2CCCC3(C2)OCc2ccccc23)N=N1	Z2902137023	yes
C#CCCC1(CCC(=O)NCC2=CS(=O)(=O)c3ccccc32)N=N1	Z2902137029	yes
C#CCCC1(CCC(=O)N2CCC(O)(c3cn(C(C)C)nn3)C2)N=N1	Z2902137041	yes
C#CCCC1(CCC(=O)N(C)C2CCCc3c2cnn3C)N=N1	Z2902137063	yes
C#CCCC1(CCC(=O)NC2CCOC(c3ccccn3)C2)N=N1	Z2902137074	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCOCC3)nc2)N=N1	Z2902137080	yes
C#CCCC1(CCC(=O)NC2CCN(c3cccnc3)C2)N=N1	Z2902137106	yes
C#CCCC1(CCC(=O)Nc2ccc(NC(=O)C3CC3)nc2)N=N1	Z2902137109	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCC(C)CC3)cc2)N=N1	Z2902137111	yes
C#CCCC1(CCC(=O)N[C@H]2C[C@H](c3ccccc3)C2)N=N1	Z2902137143	yes
C#CCCC1(CCC(=O)Nc2ccccc2)N=N1	Z2902137220	yes
C#CCCC1(CCC(=O)NCC)N=N1	Z2902137400	yes
C#CCCC1(CCC(=O)N2CCC=C(c3ccco3)C2)N=N1	Z2902138176	yes
C#CCCC1(CCC(=O)N2CCCc3occc3C2)N=N1	Z2902138225	yes
C#CCCC1(CCC(=O)NC(Cc2ccncc2)C(=O)O)N=N1	Z3002979752	yes
C#CCCC1(CCC(=O)NC(CC2CCCO2)C(=O)O)N=N1	Z3002979769	yes
C#CCCC1(CCC(=O)NCc2cc(C(=O)O)co2)N=N1	Z3002979777	yes
C#CCCC1(CCC(=O)NC(C(=O)O)c2cccc(C)c2)N=N1	Z3002979808	yes
C#CCCC1(CCC(=O)NC2(CC(=O)O)CCCCC2)N=N1	Z3002979812	yes
C#CCCC1(CCC(=O)Nc2ccc(C(=O)O)nc2)N=N1	Z3002979814	yes
C#CCCC1(CCC(=O)NCc2cccc(C(=O)O)c2)N=N1	Z3002979815	yes
C#CCCC1(CCC(=O)NC(CC2CCOCC2)C(=O)O)N=N1	Z3002979827	yes
C#CCCC1(CCC(=O)N2CCC(C(=O)O)c3ccccc32)N=N1	Z3002979863	yes
C#CCCC1(CCC(=O)N2C3CCC2C(C(=O)O)C3)N=N1	Z3002979888	yes
C#CCCC1(CCC(=O)N2CCC(N3CC(C(=O)O)CC3=O)CC2)N=N1	Z3002979894	yes
C#CCCC1(CCC(=O)N2CCc3c(C(=O)O)ccc(OC)c3C2)N=N1	Z3002979914	yes
C#CCCC1(CCC(=O)N2CCc3c(C(=O)O)cccc32)N=N1	Z3002979955	yes
C#CCCC1(CCC(=O)N2CCCC(C(C)(C)C(=O)O)C2)N=N1	Z3002979972	yes
C#CCCC1(CCC(=O)N2CCC(CCC(=O)O)CC2)N=N1	Z3002980014	yes
C#CCCC1(CCC(=O)N2CCC(C(=O)O)C(C)C2)N=N1	Z3002980018	yes
C#CCCC1(CCC(=O)N2CCCCCC2C(=O)O)N=N1	Z3002980027	yes
C#CCCC1(CCC(=O)N2CCCC(CCC(=O)O)C2)N=N1	Z3002980030	yes
C#CCCC1(CCC(=O)N2CCCCC2CCC(=O)O)N=N1	Z3002980032	yes
C#CCCC1(CCC(=O)N2CCC(O)(C(=O)O)C2)N=N1	Z3002980034	yes
C#CCCC1(CCC(=O)N2CCN(CC(=O)O)CC2)N=N1	Z3002980035	yes
C#CCCC1(CCC(=O)N2CCC(C(=O)O)CC2)N=N1	Z3002980041	yes
C#CCCC1(CCC(=O)NCC2CCN(CC)C2)N=N1	Z3026367085	yes
C#CCCC1(CCC(=O)N2CCN(CC)CC2C)N=N1	Z3026367086	yes
C#CCCC1(CCC(=O)NC2CCN(C(C)C)C2)N=N1	Z3026367087	yes
C#CCCC1(CCC(=O)NC2CCCN(CC)C2)N=N1	Z3026367088	yes
C#CCCC1(CCC(=O)N2CCC(CN(C)C)C2)N=N1	Z3026367089	yes
C#CCCC1(CCC(=O)NCC(C2CC2)N(C)C)N=N1	Z3026367090	yes
C#CCCC1(CCC(=O)NCC(C)N2CCCC2)N=N1	Z3026367091	yes
C#CCCC1(CCC(=O)Nc2ccc(N(C)C)nc2)N=N1	Z3026367094	yes
C#CCCC1(CCC(=O)N2CCC(N3CCCC3)C2)N=N1	Z3026367095	yes
C#CCCC1(CCC(=O)N(C)CCN2CCCCC2)N=N1	Z3026367097	yes
C#CCCC1(CCC(=O)N2CCN(C)CC2C(C)C)N=N1	Z3026367100	yes
C#CCCC1(CCC(=O)NCCN(C)C2CCCC2)N=N1	Z3026367101	yes
C#CCCC1(CCC(=O)NCC2CCN(CC)CC2)N=N1	Z3026367104	yes
C#CCCC1(CCC(=O)NCCN2CCCCCC2)N=N1	Z3026367105	yes
C#CCCC1(CCC(=O)NC(C)CN2CCCCC2)N=N1	Z3026367106	yes
C#CCCC1(CCC(=O)NCC(CC)N2CCCC2)N=N1	Z3026367107	yes
C#CCCC1(CCC(=O)NC2CCC(N(C)C)CC2)N=N1	Z3026367108	yes
C#CCCC1(CCC(=O)N2CCCC(CN(C)C)C2)N=N1	Z3026367109	yes
C#CCCC1(CCC(=O)NCC(C)N2CCCCC2)N=N1	Z3026367110	yes
C#CCCC1(CCC(=O)NCC2CN(C)CCN2C)N=N1	Z3026367111	yes
C#CCCC1(CCC(=O)N2CCN(CC(C)O)CC2)N=N1	Z3026367112	yes
C#CCCC1(CCC(=O)NC(C)CN2CCOCC2)N=N1	Z3026367114	yes
C#CCCC1(CCC(=O)N2CCOC(CN(C)C)C2)N=N1	Z3026367115	yes
C#CCCC1(CCC(=O)NCCN2CCC(O)CC2)N=N1	Z3026367116	yes
C#CCCC1(CCC(=O)N2CCCN(CCO)CC2)N=N1	Z3026367117	yes
C#CCCC1(CCC(=O)NCC(C)N2CCOCC2)N=N1	Z3026367118	yes
C#CCCC1(CCC(=O)N2CCN(CC(F)F)CC2)N=N1	Z3026367119	yes
C#CCCC1(CCC(=O)Nc2ccc(N(C)C)c(C)c2)N=N1	Z3026367120	yes
C#CCCC1(CCC(=O)NCCN(C)c2ccccc2)N=N1	Z3026367122	yes
C#CCCC1(CCC(=O)NCc2cccnc2N(C)C)N=N1	Z3026367123	yes
C#CCCC1(CCC(=O)NCc2ccc(N(C)C)nc2)N=N1	Z3026367124	yes
C#CCCC1(CCC(=O)Nc2ccc(N(C)C)c(F)c2)N=N1	Z3026367125	yes
C#CCCC1(CCC(=O)NCC(c2ccco2)N(C)C)N=N1	Z3026367126	yes
C#CCCC1(CCC(=O)Nc2cnn(CCN(C)C)c2)N=N1	Z3026367127	yes
C#CCCC1(CCC(=O)N2CCC(N3CCCCC3)C2)N=N1	Z3026367129	yes
C#CCCC1(CCC(=O)NC2CCN(CC(=C)C)CC2)N=N1	Z3026367130	yes
C#CCCC1(CCC(=O)N2CCC(N3CCOCC3)C2)N=N1	Z3026367132	yes
C#CCCC1(CCC(=O)NCC(C)N2CCC(C)CC2)N=N1	Z3026367133	yes
C#CCCC1(CCC(=O)NCC2CCCN(C(C)C)C2)N=N1	Z3026367134	yes
C#CCCC1(CCC(=O)NC2CCN(CC(C)C)CC2)N=N1	Z3026367135	yes
C#CCCC1(CCC(=O)N2CCC(CCN(C)C)CC2)N=N1	Z3026367139	yes
C#CCCC1(CCC(=O)NC(C)CN2CCC(C)CC2)N=N1	Z3026367141	yes
C#CCCC1(CCC(=O)NCCN(C)C2CCCCC2)N=N1	Z3026367143	yes
C#CCCC1(CCC(=O)NCC(C)(C)N2CCCCC2)N=N1	Z3026367144	yes
C#CCCC1(CCC(=O)NCCN2CCCCC2CC)N=N1	Z3026367145	yes
C#CCCC1(CCC(=O)NC2CCN(C(C)(C)C)CC2)N=N1	Z3026367146	yes
C#CCCC1(CCC(=O)NCCCN2CCC(C)CC2)N=N1	Z3026367147	yes
C#CCCC1(CCC(=O)NCC(C)CN2CCCCC2)N=N1	Z3026367148	yes
C#CCCC1(CCC(=O)NCC2CCN(CCC)CC2)N=N1	Z3026367150	yes
C#CCCC1(CCC(=O)NC2CCN(CC(N)=O)CC2)N=N1	Z3026367151	yes
C#CCCC1(CCC(=O)N2CCN(CC(=O)NC)CC2)N=N1	Z3026367152	yes
C#CCCC1(CCC(=O)NC(C)CN2CCN(C)CC2)N=N1	Z3026367153	yes
C#CCCC1(CCC(=O)NCC(C)N2CCN(C)CC2)N=N1	Z3026367155	yes
C#CCCC1(CCC(=O)NCCN2CCN(CC)CC2)N=N1	Z3026367156	yes
C#CCCC1(CCC(=O)NC(C)(C)CN2CCOCC2)N=N1	Z3026367157	yes
C#CCCC1(CCC(=O)NCC2CCN(CCO)CC2)N=N1	Z3026367158	yes
C#CCCC1(CCC(=O)N2CCC(N(C)CCO)CC2)N=N1	Z3026367160	yes
C#CCCC1(CCC(=O)NC2CCN(CCOC)CC2)N=N1	Z3026367161	yes
C#CCCC1(CCC(=O)NC(C)C(C)N2CCOCC2)N=N1	Z3026367162	yes
C#CCCC1(CCC(=O)NCCCN2CCC(O)CC2)N=N1	Z3026367164	yes
C#CCCC1(CCC(=O)NCC(C)(C)N2CCOCC2)N=N1	Z3026367165	yes
C#CCCC1(CCC(=O)NCC(O)CN2CCOCC2)N=N1	Z3026367166	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)N(CC)CC3)N=N1	Z3026367168	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3)cc2)N=N1	Z3026367169	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(CC)C3)N=N1	Z3026367170	yes
C#CCCC1(CCC(=O)Nc2cccnc2N2CCCC2)N=N1	Z3026367171	yes
C#CCCC1(CCC(=O)NCC(C)N(C)c2ccccc2)N=N1	Z3026367172	yes
C#CCCC1(CCC(=O)NC(CN(C)C)c2ccccc2)N=N1	Z3026367173	yes
C#CCCC1(CCC(=O)Nc2cccc(N(C)C(C)C)c2)N=N1	Z3026367174	yes
C#CCCC1(CCC(=O)NC(C)c2ccc(N(C)C)cc2)N=N1	Z3026367175	yes
C#CCCC1(CCC(=O)NCc2ccc(CN(C)C)cc2)N=N1	Z3026367176	yes
C#CCCC1(CCC(=O)N(C)Cc2ccc(N(C)C)cc2)N=N1	Z3026367177	yes
C#CCCC1(CCC(=O)NCc2cccc(CN(C)C)c2)N=N1	Z3026367178	yes
C#CCCC1(CCC(=O)NCc2ccccc2CN(C)C)N=N1	Z3026367179	yes
C#CCCC1(CCC(=O)Nc2ccc(N(CC)CC)nc2)N=N1	Z3026367180	yes
C#CCCC1(CCC(=O)NCC(c2cccnc2)N(C)C)N=N1	Z3026367181	yes
C#CCCC1(CCC(=O)N2CCN(Cc3nc[nH]n3)CC2)N=N1	Z3026367182	yes
C#CCCC1(CCC(=O)NCc2ccc(N(C)C)c(F)c2)N=N1	Z3026367185	yes
C#CCCC1(CCC(=O)NC2CCN(C3CCCC3)CC2)N=N1	Z3026367186	yes
C#CCCC1(CCC(=O)N2CCCC2CN2CCCCC2)N=N1	Z3026367187	yes
C#CCCC1(CCC(=O)N2CCCN(C3CCCC3)CC2)N=N1	Z3026367188	yes
C#CCCC1(CCC(=O)N2CCC[C@H]2CN2CCOCC2)N=N1	Z3026367192	yes
C#CCCC1(CCC(=O)N(CC(C)C)C2CCN(C)CC2)N=N1	Z3026367194	yes
C#CCCC1(CCC(=O)NCC2(N(C)C)CCCCCC2)N=N1	Z3026367196	yes
C#CCCC1(CCC(=O)N2CCN(CCC(C)(C)C)CC2)N=N1	Z3026367197	yes
C#CCCC1(CCC(=O)Nc2ccc(N(C)C)c(Cl)c2)N=N1	Z3026367198	yes
C#CCCC1(CCC(=O)N(C)CC(=O)N2CCN(C)CC2)N=N1	Z3026367200	yes
C#CCCC1(CCC(=O)NC2CCN(CCN(C)C)CC2)N=N1	Z3026367202	yes
C#CCCC1(CCC(=O)N(C)CCN2C[C@@H](C)O[C@@H](C)C2)N=N1	Z3026367204	yes
C#CCCC1(CCC(=O)NCC(C(C)C)N2CCOCC2)N=N1	Z3026367205	yes
C#CCCC1(CCC(=O)N2CCN(c3ccccc3)C(C)C2)N=N1	Z3026367210	yes
C#CCCC1(CCC(=O)NCc2ccc(N3CCCC3)cc2)N=N1	Z3026367212	yes
C#CCCC1(CCC(=O)Nc2cccc(N3CCCCC3)c2)N=N1	Z3026367213	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3)c(C)c2)N=N1	Z3026367214	yes
C#CCCC1(CCC(=O)N2CCN(c3ccccc3)CC2C)N=N1	Z3026367215	yes
C#CCCC1(CCC(=O)NC2CCN(c3ccncc3)CC2)N=N1	Z3026367218	yes
C#CCCC1(CCC(=O)NC2CCN(c3ccccn3)CC2)N=N1	Z3026367219	yes
C#CCCC1(CCC(=O)NC2CCN(c3ncccn3)CC2)N=N1	Z3026367223	yes
C#CCCC1(CCC(=O)NCC(c2ccc(C)cc2)N(C)C)N=N1	Z3026367224	yes
C#CCCC1(CCC(=O)Nc2cc(F)cc(N3CCCC3)c2)N=N1	Z3026367226	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3)c(F)c2)N=N1	Z3026367227	yes
C#CCCC1(CCC(=O)Nc2cc(CN(C)C)ccc2OC)N=N1	Z3026367228	yes
C#CCCC1(CCC(=O)NCC(c2ccco2)N2CCCC2)N=N1	Z3026367229	yes
C#CCCC1(CCC(=O)N2CCN(c3ccc(F)cn3)CC2)N=N1	Z3026367231	yes
C#CCCC1(CCC(=O)NCC(c2ccc(F)cc2)N(C)C)N=N1	Z3026367234	yes
C#CCCC1(CCC(=O)NC2CCN(CC3CCCC3)CC2)N=N1	Z3026367235	yes
C#CCCC1(CCC(=O)N2CCCCC2CN2CCOCC2)N=N1	Z3026367236	yes
C#CCCC1(CCC(=O)NC2CCN(CC3CCCO3)CC2)N=N1	Z3026367238	yes
C#CCCC1(CCC(=O)NCC(C)(C)N2CC(C)CC(C)C2)N=N1	Z3026367240	yes
C#CCCC1(CCC(=O)NC2CCN(CC(=O)N(C)C)CC2)N=N1	Z3026367241	yes
C#CCCC1(CCC(=O)NCC(C(C)C)N2CCN(C)CC2)N=N1	Z3026367242	yes
C#CCCC1(CCC(=O)NCC(C)N2CCc3ccccc3C2)N=N1	Z3026367244	yes
C#CCCC1(CCC(=O)NC(CN2CCCC2)c2ccccc2)N=N1	Z3026367245	yes
C#CCCC1(CCC(=O)NCC(c2ccccc2)N2CCCC2)N=N1	Z3026367246	yes
C#CCCC1(CCC(=O)N(C)Cc2ccccc2N2CCCC2)N=N1	Z3026367247	yes
C#CCCC1(CCC(=O)NCc2cccc(CN3CCCC3)c2)N=N1	Z3026367250	yes
C#CCCC1(CCC(=O)N2CCCN(c3ccc(C)cc3)CC2)N=N1	Z3026367252	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCNC(=O)C3)cc2)N=N1	Z3026367253	yes
C#CCCC1(CCC(=O)NCc2ccc(N3CCCCC3)nc2)N=N1	Z3026367255	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCOCC3)c(C)c2)N=N1	Z3026367256	yes
C#CCCC1(CCC(=O)NCc2ccc(N3CCOCC3)cc2)N=N1	Z3026367257	yes
C#CCCC1(CCC(=O)Nc2ccccc2N2CCC(O)CC2)N=N1	Z3026367259	yes
C#CCCC1(CCC(=O)NCC2CCN(c3ccc(F)cc3)C2)N=N1	Z3026367260	yes
C#CCCC1(CCC(=O)Nc2cc(F)ccc2N2CCCCC2)N=N1	Z3026367261	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCCC3)c(F)c2)N=N1	Z3026367262	yes
C#CCCC1(CCC(=O)NCC(c2ccco2)N2CCCCC2)N=N1	Z3026367263	yes
C#CCCC1(CCC(=O)N2CCCC(CN3CCCCCC3)C2)N=N1	Z3026367265	yes
C#CCCC1(CCC(=O)NC2CCN(CC3CCCCC3)CC2)N=N1	Z3026367267	yes
C#CCCC1(CCC(=O)N2CCCC(CN3CCC(C)CC3)C2)N=N1	Z3026367268	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3)c(Cl)c2)N=N1	Z3026367269	yes
C#CCCC1(CCC(=O)N2CCN(C(C)C(=O)NC3CC3)CC2)N=N1	Z3026367270	yes
C#CCCC1(CCC(=O)N2CCC(CN3CCN(C)CC3)CC2)N=N1	Z3026367271	yes
C#CCCC1(CCC(=O)NC2CCN(C3CCN(C)CC3)CC2)N=N1	Z3026367272	yes
C#CCCC1(CCC(=O)N2CCCC2CN2CC(C)OC(C)C2)N=N1	Z3026367273	yes
C#CCCC1(CCC(=O)NCC(c2ccc(Cl)cc2)N(C)C)N=N1	Z3026367274	yes
C#CCCC1(CCC(=O)NC2CCN(c3ccc(C#N)cn3)CC2)N=N1	Z3026367277	yes
C#CCCC1(CCC(=O)Nc2ccc(N(C)C)c(C(F)(F)F)c2)N=N1	Z3026367279	yes
C#CCCC1(CCC(=O)Nc2cccc3c2CN(CCC(C)C)C3)N=N1	Z3026367281	yes
C#CCCC1(CCC(=O)NCc2ccc(CN3CCCCC3)cc2)N=N1	Z3026367282	yes
C#CCCC1(CCC(=O)Nc2ccc(CN3CCCCC3C)cc2)N=N1	Z3026367283	yes
C#CCCC1(CCC(=O)NC2CCN(CCc3ccccc3)CC2)N=N1	Z3026367285	yes
C#CCCC1(CCC(=O)NCc2ccc(N3CCC(C)CC3)cc2)N=N1	Z3026367287	yes
C#CCCC1(CCC(=O)NCC(c2ccc(C)cc2)N2CCCC2)N=N1	Z3026367289	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCN(C)CC3)cc2)N=N1	Z3026367291	yes
